NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult,PublicPreview,GeneralAvailability,BusinessValue,FeatureDetails
Enhanced production floor execution interface for process manufacturing,Enhanced production floor execution interface for process manufacturing,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/enhanced-production-floor-execution-interface-process-manufacturing,,,Dec 2021,Jan 2022,Provides a state-of-the-art and intuitive user experience for process manufacturers and manufacturers that need to report on batch orders and register material consumption. This will make shop floor workers more effective and reduce registration errors.Feature details,These enhancements enable process manufacturers and manufacturers that need to report on batch orders and register material consumption to take advantage of the production floor execution interface.Report on co-products and by-productsWorkers can use the production floor execution interface to report progress on batch orders including reporting on co-products and by-products.Some manufactures especially those within the process industries use batch orders to manage their production processes. Batch orders are created from formulas which can be defined to have co-product and by-product output. When reporting feedback on such batch orders the amount of output needs to be registered on the formula item as well as the co-products and by-products.Register material consumption batch numbers and serial numbersWorkers can use the production floor execution interface to register material consumption batch numbers and serial numbers.Some manufacturers especially those within the process industries need to explicitly register the amount of material consumed for each batch or production order. For example workers might use a scale to weigh the amount of material consumed as they work. To ensure full material traceability these organizations also need to register which batch numbers were consumed when producing each product.
Planning,Planning,Planning,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/planned-features,,,,,,
Updates to planning feature states with version 10.0.21,Updates to planning feature states with version 10.0.21,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/updates-planning-feature-states-version-10021,,,Aug 2 2021,Oct 2021,Turning on features by default helps customers stay current with the latest planning capabilities of Supply Chain Management.Feature details,Planning features enabled by default starting in version 10.0.21Starting with version 10.0.21 the features listed in the following subsections will be turned on by default but can still be manually disabled. These are all targeted to become mandatory with 2022 release wave 1.Parallel firming of planned ordersMaster planning progress visualizationAuto-firming for planning optimization: Allows auto-firming of planned orders after planning optimization runs. This will automatically firm planned orders falling within the firming time fence in days from Plan setup under Master planning parameters.Forecast model selection on demand forecast details: On the Demand forecast details page the user can select the forecast models to be included for the historical forecast.
Planning Optimization support for capability-based resource allocation,Planning Optimization support for capability-based resource allocation,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/planning-optimization-support-capability-based-resource-allocation,,,Sep 2021,Nov 2021,Companies using Planning Optimization can optimize resource usage by deferring resource allocation until productions are scheduled. This flexible solution automates resource selection during production scheduling based on individual operation capabilities and requirements.Feature details,Planning Optimization now supports production scheduling with flexible resource allocation based on resource capabilities. A capability is the ability of an operations resource to perform a particular activity. An operations resource can have more than one capability assigned to it and a capability can be assigned to more than one resource. Capabilities can be assigned to all types of resources including tools vendors machines locations facilities and human resources. Each capability can be set to ensure the selected resource has the required capability level for a given operation. Capabilities can also include a priority which is used during scheduling to optimize the resource selection based on highest available priority.Instead of assigning specific resources or resource groups to a route operation you can define the capabilities required for each route operation. With this setup scheduling will match the required capabilities with the capabilities of available resources to determine the resource assignment for each production job.Capability-based resource allocation is part of the materials resource planning II (MRP II) support provided by Planning Optimization. MRP II helps planners at manufacturing companies control their production schedule control resource load and determine delivery lead times. Because Planning Optimization runs as a separate service it's able to facilitate high performance production planning without slowing down the rest of the system.With Planning Optimization support for production scheduling manufacturers can benefit from:Significantly improved performance and scalability with in-memory processing.Minimized system impact on other processes made possible by moving master planning to its own service.Near-real-time insights into requirement changes during office hours.For more information about the Planning Optimization migration process including answers to frequently asked questions see Migration to Planning Optimization for master planning.Geographic areasThis feature will be released into the following Microsoft Azure geographic areas:United StatesEuropeUnited KingdomAustraliaCanada
Product information management,Product information management,Product information management,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/planned-features,,,,,,
Updates to product information management feature states with version 10.0.21,Updates to product information management feature states with version 10.0.21,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/updates-product-information-management-feature-states-version-10021,,,Aug 2 2021,Oct 2021,Turning on features by default helps customers stay current with the latest product information management capabilities of Supply Chain Management.Feature details,Product information management enabled by default starting in version 10.0.21Starting with version 10.0.21 the following features will be turned on by default but can still be manually disabled. They are all targeted to become mandatory with 2022 release wave 1.Navigation to BOM version from BOM lines: Enables navigation from BOM lines to the BOM Version page.Hazardous materials product information and shipping documentationStrict validation on default order quantities: Adds the option to apply strict validation to the default order quantities. When the parameter Validation on default order quantities is set to Strict stricter validation will be applied. Then the standard order quantity will need to be a multiple of the multiple value. This applies to the purchase order inventory and sales order tab.Country of origin management feature
Dynamics 365 Project Operations,Dynamics 365 Project Operations,Dynamics 365 Project Operations,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/,,,,,,
default,default,default,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/planned-features,,,,,,
Upgrade from Dynamics 365 Project Service Automation to Dynamics 365 Project Operations Lite Deployment,Upgrade from Dynamics 365 Project Service Automation to Dynamics 365 Project Operations Lite Deployment,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/upgrade-dynamics-365-project-service-automation-dynamics-365-project-operations-lite-deployment,,,Dec 2021,-,Providing a seamless in-place upgrade experience this capability set targets customers who are currently using Dynamics 365 Project Service Automation and are looking to upgrade to Dynamics 365 Project Operations.Feature details,The 2021 release wave 2 includes investments that allow existing Dynamics 365 Project Service Automation customers to upgrade to the new Dynamics 365 Project Operations Lite Deployment. Leveraging existing capabilities provides a frictionless upgrade of data from Project Service Automation application to Project Operations.The upgrade for customers moving to Project Operations from Project Service Automation v3 is delivered in three phases. In December 2021 we're targeting customers who don't take a dependency on the work breakdown structure (WBS) or related entities. In the April wave we'll support customers who have 500 tasks or less in their work breakdown structures. Lastly after the April wave we'll support customers who may have one or many projects with a WBS larger than 500 tasks.
Task scheduling enhancements from Project for the web,Task scheduling enhancements from Project for the web,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/task-scheduling-enhancements-project-web,,,-,Oct 2021,,For details on scheduling enhancements that will be made in Project for the web please review the Project for the web release details here:What's new in Project for the web
Subcontractor Management for projects,Subcontractor Management for projects,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/subcontractor-management-projects,,,-,Jan 2022,This feature provides better visibility and control over all aspects of work on a project.Feature details,Subcontracting or outsourcing project work to vendors and managing the vendor resource assignments and delivery of work is essential in every project-based organization. In this release wave Project Operations will prioritize comprehensive experiences for managing subcontractors for project-based work. Key capabilities include:Billing agreements with vendors using time and material and fixed-bid modelsPricing for subcontractor resourcesStaffing subcontractor resources and insights into resource choices between full-time vs. subcontractorsReview and reconcile subcontractor time and clear vendor invoices for payment
Finance and Operations cross-app capabilities,Finance and Operations cross-app capabilities,Finance and Operations cross-app capabilities,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/,,,,,,
Cross-app features,Cross-app features,Cross-app features,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/planned-features,,,,,,
Visual Studio 2019 support X++ Development,Visual Studio 2019 support X++ Development,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/visual-studio-2019-support-x-development,,,Nov 2021,-,Visual Studio 2019 is the latest supported release of Visual Studio and offers many new features and improvements.Feature details,The Visual Studio extension for Finance and Operations apps development in X++ will support Visual Studio 2019 so developers can take full advantage of the latest features and improvements that Visual Studio has to offer.
Enhanced support for full feature lifecycle in Feature management,Enhanced support for full feature lifecycle in Feature management,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/enhanced-support-full-feature-lifecycle-feature-management,,,Aug 2 2021,Oct 2021,This feature makes it easier for customers to stay up to date with the latest features and capabilities provided by Finance and Operations apps and helps to ensure customers are prepared for when features become mandatory.Feature details,Microsoft product teams will now be able to update the state of optional features to be On by default. Previously the only option for a feature to progress through its lifecycle after being released was to transition it directly to Mandatory which does not permit the feature to be turned off. The ability to change a feature to be On by default has been added to provide an intermediate step between features being released and features becoming mandatory.Features in the On by default state are automatically turned on though organzations will be able to disable these features if more time is needed to validate them. The grid in the Feature management workspace has also been modified to clearly denote feature state (Preview Released On by default Mandatory) in the new Feature state column.To help set expectations for when features are expected to transition between states once released we've made some changes to the documented feature lifecycle and corresponding timelines for features in Feature management. Please read the Feature management overview topic for more details including some examples of typical timelines for feature progression from Released to On by default to Mandatory.Important datesThese dates represent the current targets for this feature as it progresses toward becoming mandatory for all customers. The dates are subject to change.Feature stageVersionDateMandatory10.0.21October 2021See alsoFeature management overview (docs)
Improved legal entity support for saved views,Improved legal entity support for saved views,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/improved-legal-entity-support-saved-views,,,Aug 2 2021,Oct 2021,This feature improves user productivity by allowing customers to set the default user experience by legal entity with views. This feature also reduces complexity in the view selector by only showing views that are relevant to the user's current legal entity.Feature details,An important capability of the saved views feature in terms of organizational management of personalizations is the ability to publish views to specific security roles and to specific legal entities. This feature adjusts legal entity support for saved views in three meaningful ways:A view published to specific legal entities is only ever shown in those legal entities. This is a change in behavior from the base saved views feature. This is where a view published to a legal entity is initially available in the view selector only for the selected legal entity but it is available in any legal entity after the user had first loaded that view.Personal views can now be saved as global or belonging to specific legal entities similar to organization views.Default views can be defined per legal entityImportant datesThese dates represent the current targets for this feature as it progresses toward becoming mandatory for all customers. The dates are subject to change.Feature stageVersionDateGenerally available10.0.21October 2021On by default10.0.25April 2022Mandatory10.0.29October 2022See alsoFeature management overview (docs)
Updates to client feature states with version 10.0.21,Updates to client feature states with version 10.0.21,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/updates-client-feature-states-version-10021,,,Aug 2 2021,Oct 2021,This information helps customers stay current on the latest client capabilities of Finance and Operations apps.Feature details,Mandatory features with the 10.0.21 releaseUpgrade to React 17Show related document attachmentsEdit basic control values in task recordingsAllow validation of control state in task recordingsEnabled-by-default features with the 10.0.21 releaseThese features will be turned on by default but can still be manually disabled. These are all targeted to become mandatory with 2022 release wave 1.New grid controlGrouping in gridsFreezing columns in gridsSaved viewsDesignate fields as required using personalizationEnable a drop-down list on multiline controlsNew HTML editor controlEmail throttlingFeatures transitioning to being generally available with the 10.0.21 releaseTranslation support for organization viewsEmbed third-party apps
WCAG 2.1 accessibility support for the Finance and Operations apps web client,WCAG 2.1 accessibility support for the Finance and Operations apps web client,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/wcag-21-accessibility-support-finance-operations-apps-web-client,,,Aug 2 2021,Oct 2021,This feature enables users of all abilities to work with Finance and Operations apps.Feature details,Toward the Microsoft vision of empowering every person and every organization on the planet to achieve more Finance and Operations apps now support Web Content Accessibility Guidelines (WCAG) 2.1 the latest accessibility recommendations from the World Wide Web Consortium (W3C) starting with version 10.0.21.
Vertically scrolling workspaces,Vertically scrolling workspaces,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/vertically-scrolling-workspaces,,,Oct 2021,Dec 2021,,To date workspaces in Finance and Operations apps have used panoramas to be horizontal in nature which followed the Windows 8 design paradigm. Starting later in 2021 panorama sections will start stacking vertically (instead of laying out horizontally) and will be collapsible. This change will be accompanied by an update to the Workspace form patterns to optimize form metadata for a vertical page orientation.
Enable auto-update for all sandbox environments,Enable auto-update for all sandbox environments,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/enable-auto-update-all-sandbox-environments,,,Nov 2021,To be announced,The auto-update capability will help customers keep all Microsoft-managed cloud environments current with the latest supported version.Feature details,The auto-update capability will be extended to all Microsoft-managed sandbox environments in Lifecycle Services implementation projects for the cloud.For customers with add-on sandbox environments these environments will be included in the service update per your Update Settings in the implementation project.
Data and process integration,Data and process integration,Data and process integration,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/planned-features,,,,,,
Change feeds in data lakes,Change feeds in data lakes,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/change-feeds-data-lakes,,,Apr 30 2021,Oct 2021,Data lakes are changing the way customers store and work with data. Data lakes are ideal for storing large amounts of data at a fraction of the cost of storing them in a relational database. You can bring large amounts of historical data as well as data from other systems to your data lake. Data can be transformed into summaries as well as combined with other data on-demand.When working with large data volumes and by applying changes to the data that changed only since last run you can save a lot of compute costs as well as time to process.For example you can apply changes to financial summary data every few minutes as opposed to reprocessing the entire financial summary at day's end or on a monthly basis. This way you not only save on compute costs but also enable near-real-time financial reporting.Feature details,A change feed is an immutable (never modified) transaction log of all data changes in Finance and Operations apps. Change feed data available in customers' data lakes provides a chronological log of all data changes within Finance and Operations apps.Using the change feed customers can identify changes to data (inserts updates as well as deletes) at a transaction-level detail. They can build data pipelines that react near real-time to changes in Finance and Operations data.A change feed once written to a data lake is never modified or deleted. Customers can use the change feed to audit data changes within Finance and Operations apps as well.See alsoChange data in Azure Data Lake (docs)
Export to Azure Data Lake feature adds regions including China,Export to Azure Data Lake feature adds regions including China,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/export-azure-data-lake-feature-additional-regions-including-china,,,-,Mar 2022,Customers can leverage the Export to Data Lake feature and retire the use of Bring your own database (BYOD).Feature details,The Export to Data Lake feature is built using a microservice that exports Finance and Operations app data to Azure Data Lake and keeps the data fresh. The Export to Data Lake feature is now available in additional geo-regions including China.See alsoConfigure export to Azure Data Lake (docs)
Get recommendations on best practices via dual-write table map health check,Get recommendations on best practices via dual-write table map health check,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/get-recommendations-best-practices-via-dual-write-table-map-health-check,,,-,Mar 2022,The dual-write health check makes sure you meet the minimum system requirements and grants access to the apps that must connect to each other.Feature details,The dual-write out-of-box table maps have predefined table and field mappings that enable the flow of data between finance and operations apps and Dataverse. Because every business is different dual-write supports customization so you can change table maps and field mappings. To review your customizations you can run a table map health check that runs best practices checks against your customizations and provides recommendations.See alsoSystem requirements and prerequisites (docs)
Increase in Legal Entity limits for dual-write integration,Increase in Legal Entity limits for dual-write integration,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/increase-legal-entity-limits-dual-write-integration,,,-,Mar 2022,The increased limit supports customers that need to integrate more than 40 legal entities between finance and operations apps and Dataverse.Feature details,A legal entity is an organization that is identified through registration with a legal authority. Legal entities can enter into contracts and are required to prepare statements that report on their performance. In finance and operations apps company is a type of legal entity. Currently when integrating finance and operations apps with Dataverse using dual-write you are limited to 40 legal entities. To support adoption of dual-write especially by enterprise customers the limit is increasing to 250 legal entities.See alsoJune 2020 release (docs)
Finance and Operations data in Microsoft Dataverse â phase 5,Finance and Operations data in Microsoft Dataverse â phase 5,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/finance-operations-data-dataverse-phase-5,,,Jan 2022,Mar 2022,This feature facilitates seamless data exchange between Finance and Operations apps and Microsoft Dataverse and customer engagement apps. Some of the key converging concepts such as customers quotations orders and address book are harmonized between front-office and back-office apps for a unified experience.Feature details,We are continuously making dual-write a seamless experience by harmonizing the converging concepts between Finance and Operations apps and customer engagement apps. This allows businesses to exchange near-real-time data in a synchronous bidirectional fashion beyond application boundaries giving users a unified experience.Knowing every business is unique we have made the dual-write framework extensible. This includes enabling custom entities as well as extensions to existing entities to fully use Microsoft Dataverse and surrounding tools for your most important business data. For more information see Dual-write home page.The supported scenarios can be further enriched by customers and partners so they extend across Finance and Operations apps Dataverse and customer engagement apps.In 2021 release wave 2 we will improve the operational aspects of the dual-write orchestration package and also improve the demo experience.See alsoDual-write home page (docs)
Mobile offline for Finance and Operations virtual tables,Mobile offline for Finance and Operations virtual tables,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/mobile-offline-finance-operations-virtual-tables,,,Nov 2021,To be announced,First-party app teams customers and partners can take advantage of Power Platform for Finance and Operations data for mobile offline scenarios.This feature enables the deprecation of the Finance and Operations mobile framework.Feature details,Finance and Operations apps can already be used as a virtual data source in Microsoft Dataverse and support full create read update and delete operations from Dataverse and Microsoft Power Platform. This also means that they can be used on Power Apps mobile scenarios. This feature further extends these capabilities by adding the option to work seamlessly with Finance and Operations data while in offline mode when there is no connectivity. Once connectivity is restored any changes made while offline are synchronized.
Power Platform convergence,Power Platform convergence,Power Platform convergence,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/planned-features,,,,,,
New scenarios enabled with Power Platform convergence,New scenarios enabled with Power Platform convergence,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/new-scenarios-enabled-power-platform-convergence,,,Jun 30 2021,Oct 2021,Microsoft Power Platform integration removes the barriers to entry for customers to fully harness the Microsoft Power Platform stack with each of their Finance and Operations environments. Features such as dual-write become a one-click experience to set up. Add-ins are now unlocked for an environment using Microsoft Power Platform integration. Virtual entities are also made available by default in the environment. Business events and create/update/delete (CUD) events in Finance and Operations apps are also integrated with Microsoft Dataverse. Note that CUD events are only going to be available with Microsoft Power Platform integration.Feature details,Microsoft Power Platform provides a suite of capabilities for Dynamics 365 applications via the Power Platform admin center. Today Finance and Operations apps are not managed by the admin center; however over time more and more management capabilities will be migrated from Dynamics 365 Lifecycle Services to the admin center. In the interim customers will be able to unlock features such as dual-write virtual entities add-ins CUD events business events via Dataverse and more via Microsoft Power Platform integration functionality in Lifecycle Services.Set up Microsoft Power Platform integrationUsing a new experience on each environment in Lifecycle Services customers can complete the initial setup of the Microsoft Power Platform environment. This will provision an environment of the same type (sandbox or production) in the Power Platform admin center. This environment in the admin center will have the same name as the one from Lifecycle Services and you will also see the Finance and Operations URL populated on the environment in the admin center. This environment will be powered by Microsoft Dataverse and will have several platform solutions preinstalled for virtual entity support dual-write orchestration and more.Unlock dual-write application setupOnce the setup is completed in Lifecycle Services the dual-write application setup button will be enabled. From here customers who want to enable this functionality can do so from Lifecycle Services in a fast and easy manner. Customers can then choose which entity maps to sync from inside the Finance and Operations app.Virtual entitiesVirtual entities are installed in the environment with the Microsoft Power Platform integration. It will no longer be required to set up manual connections between the environments as the environments are preconnected.Authentication and authorizationStarting with version 10.0.20 Finance and Operations users who use virtual entities will no longer be required to be manually added or managed in Dataverse. When Microsoft Power Platform integration is enabled Finance and Operations users will be automatically added to Dataverse just in time when users access virtual entities from Power Apps. This functionality can be used by enabling flight BusinessEventsCDSIntegration in Finance and Operations apps.Finance and Operations business events in DataverseStarting with version 10.0.20 when Microsoft Power Platform integration is enabled business events in Finance and Operations apps will converge with business events in Dataverse. This will mean that when a business event happens in a Finance and Operations app the event will be available in Dataverse. Subscribers to Finance and Operations business events will receive the event from Dataverse. This will also enable execution of C# plug-ins in Dataverse for Finance and Operations scenarios that execute in response to business events.Finance and Operations CUD events in DataverseStarting with version 10.0.20 when Microsoft Power Platform integration is enabled CUD events will be available for Finance and Operations OData-enabled data entities. It will be possible going forward to subscribe to create update and delete events on Finance and Operations OData-enabled entities. CUD events will be exposed via virtual entities in Dataverse. The CUD operation in a Finance and Operations app can happen via the Finance and Operations user interface Power Apps/Power Portal using virtual entities or from Finance and Operations OData APIs. The CUD event will consistently trigger the entity regardless. This also enables execution of C# plug-ins in Dataverse for Finance and Operations scenarios that execute in response to CUD events.Dev toolsThe Plugin Registration Tool will enable registering C# plug-ins for the CUD events and business events coming from Finance and Operations apps. With the release of a Visual Studio extension for Microsoft Power Platform developers can explore Dataverse environments and write register deploy and debug C# plug-ins directly from within Visual Studio. For developer audiences already working in Visual Studio such as Finance and Operations developers this will provide one work space (Visual Studio) to author their customizations across the Dynamics 365 apps in Dataverse and Finance and Operations apps.Unlock additional featuresAdditionally once the setup is completed in Lifecycle Services the add-ins experience will be enabled as one-click installs from the environment details page.
Human Resources,Human Resources,Human Resources,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,,
Dynamics 365 Human Resources,Dynamics 365 Human Resources,Dynamics 365 Human Resources,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/human-resources/dynamics365-human-resources/,,,,,,
Benefits management,Benefits management,Benefits management,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/human-resources/dynamics365-human-resources/planned-features,,,,,,
Redesigned bulk actions inquiry in Benefits management administration,Redesigned bulk actions inquiry in Benefits management administration,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/human-resources/dynamics365-human-resources/benefits-administration-bulk-actions-inquiry-view-redesign,,,Nov 2021,Jan 2022,This feature will provide a simplified user experience by adding bulk editing capabilities to Benefits management administration in Human Resources.Feature details,Often benefits administrators enroll employees or confirm the selections employees make from Employee self-service. The only way to do that currently is through the Worker benefits update form on an employee-by-employee basis which can be time consuming and repetitive.With the new inquiry view benefits administrators will be able to:Quickly select and confirm the selection of all employee benefit enrollments.Look at different data pivots based on plan types employee types and plan bundles and do bulk selections based on those pivots.Look at flex credit allocations for applicable plans and quickly identify anomalies where credits aren't completely allocated.Look at enrollment information based on custom criteria (filter based on query) and save those custom views as shortcuts.
General,General,General,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/human-resources/dynamics365-human-resources/planned-features,,,,,,
Consistent environment management and integrations between Human Resources and Finance and Operations apps,Consistent environment management and integrations between Human Resources and Finance and Operations apps,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/human-resources/dynamics365-human-resources/consistent-environment-management-integrations-between-human-resources-finance-operations-apps,,,Dec 2021,Feb 2022,Dynamics 365 Human Resources will merge back into the Finance and Operations infrastructure but will continue to be licensed as an independent application like Finance and Supply Chain Management. This will bring together disparate Human Resources data into a single solution to create market clarity improve extensibility and drive consistency across Finance and Operations apps. These new capabilities will provide a consistent admin experience for managing the application lifecycle for Human Resources.Feature details,Deploying updating and integrating among applications can be a complex process. It becomes even more complex when you need different approaches for different applications. By driving consistency among Human Resources and other Finance and Operations apps you can better plan and manage how you deploy update and integrate Human Resources. You'll be able to manage environments updates and integrations for Human Resources the same way you do for other Finance and Operations applications such as Finance Supply Chain Management and Project Operations.This feature provides you with consistency when it comes to:Management of environments within Dynamics 365 Lifecycle Services issue search and Regression Suite Automation Tool (RSAT).The experience for how upgrades updates and hotfixes are applied to environments.Integration options with Microsoft Power Platform using virtual entities and dual-write.The experience for how continuous delivery of custom solutions or extensions is applied to environments.Regional availability.
Create one set of human resources capabilities within Dynamics 365,Create one set of human resources capabilities within Dynamics 365,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/human-resources/dynamics365-human-resources/create-one-set-human-resources-capabilities-within-dynamics-365,,,Dec 2021,Mar 2022,This feature will merge the capabilities from the standalone Human Resources app into the Finance and Operations infrastructure.Feature details,Within Dynamics 365 today are two sets of human resources capabilities. One set is in the standalone Human Resources application which uses a different infrastructure than Finance and Operations apps. The other set of capabilities is in the legacy Human Resources module in Dynamics 365 Finance. This causes confusion for customers and partners about which set of capabilities to use.Merging the Human Resources infrastructure into the same infrastructure as other Finance and Operations apps such as Finance Supply Chain Management and Project Operations eliminates the confusion about which set of capabilities to use. You'll have a single set of human resources capabilities within Dynamics 365.The capabilities and investments that have been made in Human Resources will be available within Finance.Some of these capabilities include:Leave and absence managementBenefits managementTask management
Integrations and extensibility,Integrations and extensibility,Integrations and extensibility,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/human-resources/dynamics365-human-resources/planned-features,,,,,,
Improved extensibility options,Improved extensibility options,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/human-resources/dynamics365-human-resources/improve-extensibility-options,,,Dec 2021,Feb 2022,This new capability will allow the same extensibility options in Human Resources that customers today get from all other Finance and Operations apps.Feature details,Being able to extend Dynamics 365 Human Resources is key to many organizations to ensure that specific business processes related to industry region or company policy are enabled. By improving the options available to extend Human Resources companies can provide employee-facing experiences to complete forms or update their information and they can also extend the business logic associated with these actions to complete business process requirements.Improving extensibility options enables companies to:Take advantage of the tooling available as part of Finance and Operations cross-app capabilities.Continue using Microsoft Power Platform tools to extend when needed.
Leave and absence,Leave and absence,Leave and absence,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/human-resources/dynamics365-human-resources/planned-features,,,,,,
Manage employee sick leave,Manage employee sick leave,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/human-resources/dynamics365-human-resources/manage-employee-sick-leave,,,Mar 2022,To be announced,This feature provides organizations with the ability to manage employee sick leave in more detail to meet company and regulatory policies.Feature details,This feature provides organizations with the ability to manage employee sick leave in more detail to meet company and regulatory policies. Sick leave management will include the following capabilities:Open-ended sick leave requestsReturn-to-work noticesSick leave reportingManagement and approval of sick leave requests
Commerce,Commerce,Commerce,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/,,,,,,
Dynamics 365 Commerce,Dynamics 365 Commerce,Dynamics 365 Commerce,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/commerce/dynamics365-commerce/,,,,,,
default,default,default,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/commerce/dynamics365-commerce/planned-features,,,,,,
Customer segmentation and targeting,Customer segmentation and targeting,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/commerce/dynamics365-commerce/customer-segmentation-targeting,,,-,Oct 2021,Dynamics 365 Commerce enables organizations to increase customer engagement and satisfaction by using tools in site builder to target specific customer segments with different experiences based on the shoppers device geo-location and other dynamically derived attributes from the shopper's browser request.Feature details,This feature will enable segmentation of customer data such as device type geo-location market or language gathered from the customer's web browser. Site builder can then be used to generate audience groupings that can be applied to campaigns and experiments across the digital commerce channel.Content variants can be authored in site builder and associated with targeting rules to ensure easy authoring with powerful results.Segmented targeting will support page layouts and content-based scenarios within site builder.
Updates to Commerce globalization feature states with version 10.0.21,Updates to Commerce globalization feature states with version 10.0.21,null,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/commerce/dynamics365-commerce/updates-commerce-globalization-feature-states-version-10021,,,-,Oct 2021,Several Commerce globalization features are progressing in their feature lifecycle starting with the version 10.0.21. This will streamline the feature configuration process for customers deploying Commerce in various countries or regions.Feature details,These features will be turned on by default in Commerce version 10.0.21 but they can be manually disabled:Support for internal and external connectors in the fiscal integration framework.(India) Search customers by tax registration numbers in Commerce point of sale (POS).(Italy) Customer information management in Commerce POS.(Retail GST for India) Update credit notes with references to original invoices.(Poland) Customer information management in Commerce POS.User-defined certificate profiles for retail stores.
