NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult,PublicPreview,GeneralAvailablity
Global Inventory Accounting Add-in for Dynamics 365 Supply Chain Management,Global Inventory Accounting Add-in for Dynamics 365 Supply Chain Management,<h2>Business Value</h2> <p>International organizations are under increasing pressure from authorities to comply with local and global accounting standards. The valuation of inventory plays a significant role in securing compliance. Global Inventory Accounting provides the ability to account inventory in multiple representations by applying the appropriate valuation method (standard cost average or specific identification) and the selected accounting currency per instance. Global Inventory Accounting enables organizations to report inventory statements and subledger accounting values (also known as the inventory balance and the cost of goods sold) in what is often referred to as dual valuation or dual currency.Feature details</p><h2>Feature details</h2> <p>Organizations especially those with international operations often prefer to account for inventory by standard cost as part of their management accounting setup. However local governments tax authorities and the International Financial Reporting Standards Foundation (IFRS) typically don't recognize standard cost as an accounting principle and often require average or specific identification. In addition organizations often want to account inventory using a local currency and the functional currency.Collectively these requirements must be addressed in a comprehensive solution that supports the ability to perform inventory accounting in multiple costing ledgers where each ledger can be configured with a specific set of accounting policies.With this new functionality organizations can define as many costing ledgers as required. Inventory accounting in dual currencies and in dual valuations are both supported.Inventory accounting is performed in individual ledgers. Several costing ledgers can be created for each legal entity in an organization as needed thereby ensuring that multiple inventory representations can be obtained. All documents (such as purchase orders sales orders transfer orders and so on) posted in a legal entity will be accounted in all the costing ledgers associated with that legal entity.A costing ledger is defined by:CalendarCurrencyExchange rate tableConventionA convention is a collection of inventory accounting policies that can be associated to one or more ledgers. This provides the ability to share a common convention in the organization.The Global Inventory Accounting Add-in supports multiple inventory accounting policies. For each policy a single rule can be selected and it applies to all products.Supported cost object policy options:ProductProduct  SiteProduct  Site  WarehouseSupported input measurement basis policy options:Normal historicalStandardSupported cost flow assumption policy options:AverageSpecific identification (batch)Cost element policySupported recording interval:PerpetualThis solution provides a detailed audit trail which ensures that you can track inventory accounting events and measurements all the way back to the original document posted in Supply Chain Management.The solution leverages Power BI to provide insights and analytics. The shared asset library of Microsoft Dynamics Lifecycle Services provides a specially designed Power BI template that you can download and embed into Supply Chain Management.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/global-inventory-accounting-add-in-dynamics-365-supply-chain-management,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/global-inventory-accounting-add-in-dynamics-365-supply-chain-management,,,Jun 18 2021,Oct 2021
Deduction and catch-weight enhancements for rebate management,Deduction and catch-weight enhancements for rebate management,<h2>Business Value</h2> <p>Keeping track of rebate and royalty programs and calculating them accurately can quickly become time consuming and tedious without the right tools. In addition to a central place to manage rebate agreements this feature provides organizations with a central place to view and process rebates. It helps to increase customer satisfaction by allowing customers to choose to receive a deduction right away rather than waiting for a rebate payout. In addition this feature enables businesses working with catch-weight products to incorporate catch-weight units into rebate calculations.Feature details</p><h2>Feature details</h2> <p>This feature enhances the Rebate management module for Dynamics 365 Supply Chain Management. It adds a central rebate workbench to help streamline rebate processing and it integrates with the deduction workbench to let you process rebates as customer deductions. For catch-weight items the feature also lets you set up rebate conditions based on the catch-weight unit.This feature helps streamline the rebate process by adding the following elements to Supply Chain Management:A new rebate workbench: The workbench lets you view and process all provisions rebates and write-off transactions in a central place rather than requiring you to open each rebate program separately. From the rebate workbench you can quickly access all provisions and rebate claims and process or purge the transactions.New Procurement category: This new category which has a payment type of Pay using account payable is added to the rebate management posting profile. You can use this category to create the target vendor invoice journal.Rebate management details for sales and purchase order lines: These new details enable you to view eligible rebates during the order entry process.Deduction workbench enhancements: This feature adds support for short payment scenarios by enabling users to transform rebates into a deduction.The feature also provides rebate management support for catch-weight items by letting you specify a unit type of either Inventory unit or Catch weight for each rebate deal. The unit quantity can be based on a different unit type.Please note the feature is available from 10.0.21</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/deduction-catch-weight-enhancements-rebate-management,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/deduction-catch-weight-enhancements-rebate-management,,,Aug 2021,Oct 2021
Work breaks and tracking updates for Landed cost,Work breaks and tracking updates for Landed cost,<h2>Business Value</h2> <p>Businesses using the Landed cost module can automatically update estimated to actual arrival dates of imported goods based on existing putaway records in the system. This improves accuracy and reduces the need for manual data entry. It furthermore enhances goods-in-transit orders to enable warehouse managers to better manage warehouse work by leveraging functionality already available for purchase orders.Feature details</p><h2>Feature details</h2> <p>This feature enhances the Landed cost module for Supply Chain Management by adding two important new capabilities: tracking updates and work breaks. The tracking update feature enables the system to automatically update the date of arrival of imported goods based on existing records of warehouse putaway work. The work breaks feature enables businesses to gain more detailed control over putaway work for goods-in-transit orders by leveraging familiar functionality already available for purchase orders.Tracking updatesThis feature enables the Landed cost module to accurately record the date of arrival for imported goods. It works by automatically updating the actual completion date for each relevant activity tracking record to match the date at which the related goods are put away at your warehouse. The feature helps to ensure accurate arrival records without relying on manual data entry.Because this feature works based on inventory transactions it can also make use of inventory arrival journals and therefore works with advanced warehouse management and the transportation management module.Work breaksPreviously the goods-in-transit order receiving process didn't support warehouse work templates with header breaks. This feature adds that support to enable inventory transactions to be split during the goods-in-transit receiving process which provides the following benefits:Warehouse managers can establish work break rules to split large putaway jobs into smaller ones based on item location stocking limits or other factors.Work break functionality correctly handles under- and over-deliveries and makes all appropriate adjustments to the underlying data.Workers can complete or cancel each work header independently.The system correctly handles canceled work for goods-in-transit orders including after an over-delivery transaction and after applying work breaks. The related goods-in-transit and purchase orders are also automatically updated as appropriate.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/work-breaks-tracking-updates-landed-cost,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/work-breaks-tracking-updates-landed-cost,,,Aug 2021,Oct 2021
Warehouse Management mobile app step instructions,Warehouse Management mobile app step instructions,<h2>Business Value</h2> <p>Ramping up new or temporary workers can be challenging because it takes time for them to learn how to perform new tasks. Furthermore even experienced warehouse workers can often feel uncomfortable when performing new tasks they have never done before. This feature helps workers ramp up faster on new tasks by providing configurable instructions for each step and focusing workers' attention on the most important fields as they work through a flow.Feature details</p><h2>Feature details</h2> <p>Create and display custom instructions for each step of each task flow that you set up for the Warehouse Management mobile app. When provided with well-written instructions your warehouse workers will be able to start using new flows right away with no prior training. You can choose which field values to display for each step and you can highlight the most important of them which helps workers focus their attention on the most important fields as they work through a flow. With this feature organizations can:Ramp up workers faster by letting them follow simple instructions for each task step  Each step of a flow provides instructions that allow front-line workers to understand the task.Provide instructions that match your own processes  Write your own instructions to match your own business and warehouse processes. You can make the terminology fit your physical space local abbreviations and so on.Increase productivity by highlighting the most important parts of each step  Choose which fields and information should be highlighted for each step to help focus workers' attention.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/warehouse-management-mobile-app-step-instructions,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/warehouse-management-mobile-app-step-instructions,,,Aug 2021,Oct 2021
Park tasks in the Warehouse Management mobile app,Park tasks in the Warehouse Management mobile app,<h2>Business Value</h2> <p>Increase the efficiency of warehouse workers by allowing them to stop their current task to perform another more important one and then return to the original task without losing any information.Feature details</p><h2>Feature details</h2> <p>Workers using the Warehouse Management mobile app can temporarily pause the current task. They can then start and complete another important task before safely returning where they left off with the previous work.For example a warehouse worker performing a sales picking flow might arrive at a specified location only to find that the required item is no longer present. Previously the only option would be to abandon the current pick flow and do an item inquiry to find out if more of that item is available at some other location. As a result the worker would lose their sales pick information and run the risk that another worker might grab and restart that same picking work thus creating inefficiencies. With this feature the worker can instead park the current task and go to a secondary flow (the item inquiry flow) to find a new location that contains the item replenish the location and then continue the sales pick work. This means that no information is lost and the warehouse pick work is more efficient.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/park-tasks-warehouse-management-mobile-app,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/park-tasks-warehouse-management-mobile-app,,,Oct 2021,Dec 2021
Inventory allocation for the Inventory Visibility Add-in,Inventory allocation for the Inventory Visibility Add-in,<h2>Business Value</h2> <p>Inventory allocation allows you to set aside dedicated inventory to make sure you can fulfill your most profitable channels.Inventory levels constantly fluctuate especially when you are running a sales promotion or are experiencing supply shortages. Inventory allocation lets you pre-allocate available inventory to make sure you can fulfill orders for key channels or key accounts. It helps you meet service level agreements (SLAs) and fulfill commitments to your key customers.By providing global visibility over your inventory allocations this feature helps you align your multi-channel inventory control strategy across legal entities.Feature details</p><h2>Feature details</h2> <p>Without inventory allocation inventory is most typically fulfilled using a simple first come first served principle. Inventory Visibility gives you more control by allowing you to build virtual inventory pools that are created based on allocation rules and allocation objects. Allocation objects are dimensions you can use to subgroup available inventory within a physical inventory location.Virtual inventory pools let you pre-allocate (ringfence) a portion of inventory for your most profitable channels or customers. Front-end systems can submit queries to Inventory Visibility and can make soft reservations that respect the allocation objects dimension. Inventory Visibility then finds the applicable allocation rule and responds with the available allocated inventory.With the inventory allocation feature you can:Set up inventory allocation objects which can be based on channels sales origin or customer groups. You can also create a hierarchical structure of allocation objects.Use allocate rules to define how inventory should be allocated on the location level. Each allocation rule contains the logic used to establish an inventory pool and the reserved inventory can be calculated as a fixed quantity or a percentage of the available inventory.Set up a fallback shared inventory pool. Inventory in the common pool is allocated for all channels and customers. If a dedicated virtual pool is out of stock you can use the common pool to fulfill the order.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/inventory-allocation-inventory-visibility-add-in,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/inventory-allocation-inventory-visibility-add-in,,,Jan 2022,Mar 2022
Manufacturing,Manufacturing,Manufacturing,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/planned-features,,,,,null,null
Updates to manufacturing feature states with version 10.0.21,Updates to manufacturing feature states with version 10.0.21,<h2>Feature details</h2> <p>Enabled-by-default features with the 10.0.21 releaseThese features will be turned on by default but can still be manually disabled. The features are all targeted to become mandatory with 2022 release wave 1.License plate for reporting as finished added to the Job Card Device.Improvements to the Approve and Transfer jobs dialogs. Two new fields Approval group and From date have been added to the Approve and Transfer jobs dialogs. These fields improve the overview of which jobs are going to be approved or transferred.Enable automatic generation of license plate number when reporting as finished in the job card device. This feature makes it possible to configure whether the license plate number should be automatically generated or entered manually when reporting as finished from the job card device.Enable partial receipt of subcontracted items and fix an issue with the calculation of scrap for BOM lines of type Vendor. This feature enables partial receipt of subcontracted items. Previously when reporting a partial quantity on a purchase order for a subcontracted service item the full quantity was updated on the related picking list journal on the production order. Now the correct partial received quantity is updated. This feature also fixes an issue with an incorrect updated scrap quantity when using BOM lines of type Vendor.A new Stop break button has been added to the Job Card Terminal page. The new Stop break button is needed when the parameter Lock employee is selected on the Configure Job Card Terminal page. When the Lock employee parameter is selected the Job Card Terminal page does not return to the sign-in page when the user makes registrations. For example when the user registers a break. With this configuration the user must select Stop break when returning from a break in order to continue the current job or register on any other activity.Print label from Job Card Device. This feature enables printing a label when reporting as finished from the job card device. The label is part of document routing and enabled in the Configure job card for devices page.Feature for locking job card device and job card terminal so that they can be sanitized.Dynamics 365 Guides for Manufacturing.Saved views for production control.Production floor execution.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/updates-manufacturing-feature-states-version-10021,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/updates-manufacturing-feature-states-version-10021,,,Aug 2021,Oct 2021
Face recognition sign-in for production floor workers,Face recognition sign-in for production floor workers,<h2>Business Value</h2> <p>This feature improves worker effectiveness and job satisfaction by making it faster and easier to sign in to the production floor execution interface. Workers can sign in by looking at a camera without needing to pull out their badges or key in a password. This feature can also help reduce the need to reset forgotten passwords.Feature details</p><h2>Feature details</h2> <p>Users of the production floor execution interface and users of the time and attendance functionality can sign in using face recognition instead of by scanning or keying in a personal badge ID.Workers start by selecting the sign-in button in the interface which opens a page where they can activate the device camera. The system recognizes when a worker is looking into the camera and then launches the face-recognition process. If the system recognizes the face the worker is successfully signed in. In this release the worker needs to make two touch interactions to sign in. In a future release we plan to introduce a touchless sign-in experience.Admins need to configure the connection to the face recognition service by entering an application key. Admins can also define worker groups based for example on each worker's shift or work area.Each worker must set themselves up to use the face recognition service. Workers open a setup page on the production floor execution interface where they can select a button and have their pictures taken by the device camera. The system generates a face map which is a mathematical model that describes the unique elements of a worker's face. The system doesn't store the photo just the face map.The system is designed to protect worker privacy. Workers can delete their face map at any time and revert to signing in using their badge IDs.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/worker-sign-in-face-recognition-production-floor-execution-interface,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/worker-sign-in-face-recognition-production-floor-execution-interface,,,Sep 2021,Oct 2021
Enhanced production floor execution interface for process manufacturing,Enhanced production floor execution interface for process manufacturing,<h2>Business Value</h2> <p>Provides a state-of-the-art and intuitive user experience for process manufacturers and manufacturers that need to report on batch orders and register material consumption. This will make shop floor workers more effective and reduce registration errors.Feature details</p><h2>Feature details</h2> <p>These enhancements enable process manufacturers and manufacturers that need to report on batch orders and register material consumption to take advantage of the production floor execution interface.Report on co-products and by-productsWorkers can use the production floor execution interface to report progress on batch orders including reporting on co-products and by-products.Some manufactures especially those within the process industries use batch orders to manage their production processes. Batch orders are created from formulas which can be defined to have co-product and by-product output. When reporting feedback on such batch orders the amount of output needs to be registered on the formula item as well as the co-products and by-products.Register material consumption batch numbers and serial numbersWorkers can use the production floor execution interface to register material consumption batch numbers and serial numbers.Some manufacturers especially those within the process industries need to explicitly register the amount of material consumed for each batch or production order. For example workers might use a scale to weigh the amount of material consumed as they work. To ensure full material traceability these organizations also need to register which batch numbers were consumed when producing each product.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/enhanced-production-floor-execution-interface-process-manufacturing,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/enhanced-production-floor-execution-interface-process-manufacturing,,,Dec 2021,Jan 2022
Planning,Planning,Planning,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/planned-features,,,,,null,null
Updates to planning feature states with version 10.0.21,Updates to planning feature states with version 10.0.21,<h2>Feature details</h2> <p>Enabled-by-default features with the 10.0.21 releaseThese features will be turned on by default but can still be manually disabled. The features are all targeted to become mandatory with 2022 release wave 1.Parallel firming of planned orders.Master planning progress visualization.Auto-firming for planning optimization. This feature allows auto-firming of planned orders after planning optimization runs. This will automatically firm planned orders falling within the firming time fence in days from Plan setup under Master planning parameters.Forecast model selection on demand forecast details. On the Demand forecast details page the user can select the forecast models to be included for the historical forecast.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/updates-planning-feature-states-version-10021,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/updates-planning-feature-states-version-10021,,,Aug 2021,Oct 2021
Planning Optimization support for capability-based resource allocation,Planning Optimization support for capability-based resource allocation,<h2>Business Value</h2> <p>Companies using Planning Optimization can optimize resource usage by deferring resource allocation until productions are scheduled. This flexible solution automates resource selection during production scheduling based on individual operation capabilities and requirements.Feature details</p><h2>Feature details</h2> <p>Planning Optimization now supports production scheduling with flexible resource allocation based on resource capabilities. A capability is the ability of an operations resource to perform a particular activity. An operations resource can have more than one capability assigned to it and a capability can be assigned to more than one resource. Capabilities can be assigned to all types of resources including tools vendors machines locations facilities and human resources. Each capability can be set to ensure the selected resource has the required capability level for a given operation. Capabilities can also include a priority which is used during scheduling to optimize the resource selection based on highest available priority.Instead of assigning specific resources or resource groups to a route operation you can define the capabilities required for each route operation. With this setup scheduling will match the required capabilities with the capabilities of available resources to determine the resource assignment for each production job.Capability-based resource allocation is part of the materials resource planning II (MRP II) support provided by Planning Optimization. MRP II helps planners at manufacturing companies control their production schedule control resource load and determine delivery lead times. Because Planning Optimization runs as a separate service it's able to facilitate high performance production planning without slowing down the rest of the system.With Planning Optimization support for production scheduling manufacturers can benefit from:Significantly improved performance and scalability with in-memory processing.Minimized system impact on other processes made possible by moving master planning to its own service.Near-real-time insights into requirement changes during office hours.For more information about the Planning Optimization migration process including answers to frequently asked questions see Migration to Planning Optimization for master planning.Geographic areasThis feature will be released into the following Microsoft Azure geographic areas:United StatesEuropeUnited KingdomAustraliaCanada</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/planning-optimization-support-capability-based-resource-allocation,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/planning-optimization-support-capability-based-resource-allocation,,,Sep 2021,Nov 2021
Product information management,Product information management,Product information management,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/planned-features,,,,,null,null
Updates to product information management feature states with version 10.0.21,Updates to product information management feature states with version 10.0.21,<h2>Feature details</h2> <p>Enabled-by-default features with the 10.0.21 releaseThese features will be turned on by default but can still be manually disabled. The features are all targeted to become mandatory with 2022 release wave 1.Navigation to BOM version from BOM lines. This feature enables navigation from BOM lines to the BOM Version page.Hazardous materials product information and shipping documentation.Strict validation on default order quantities. With this feature the option to have strict validation on the default order quantities is introduced. When the parameter Validation on default order quantities is set to Strict stricter validation will be applied. Then the standard order quantity will need to be a multiple of the multiple value. This will apply to the purchase order inventory and sales order tab.Country of origin management feature.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/updates-product-information-management-feature-states-version-10021,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-supply-chain-management/updates-product-information-management-feature-states-version-10021,,,Aug 2021,Oct 2021
Dynamics 365 Project Operations,Dynamics 365 Project Operations,Dynamics 365 Project Operations,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/,,,,,null,null
default,default,default,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/planned-features,,,,,null,null
Task scheduling enhancements from Project for the web,Task scheduling enhancements from Project for the web,<h2>Feature details</h2> <p>For details on scheduling enhancements that will be made in Project for the web please review the Project for the web release details here:What's new in Project for the web</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/task-scheduling-enhancements-project-web,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/task-scheduling-enhancements-project-web,,,-,Oct 2021
Subcontractor Management for projects,Subcontractor Management for projects,<h2>Business Value</h2> <p>This feature provides better visibility and control over all aspects of work on a project.Feature details</p><h2>Feature details</h2> <p>Subcontracting or outsourcing project work to vendors and managing the vendor resource assignments and delivery of work is essential in every project-based organization. In this release wave Project Operations will prioritize comprehensive experiences for managing subcontractors for project-based work. Key capabilities include:Billing agreements with vendors using time and material and fixed-bid modelsPricing for subcontractor resourcesStaffing subcontractor resources and insights into resource choices between full-time vs. subcontractorsReview and reconcile subcontractor time and clear vendor invoices for payment</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/subcontractor-management-projects,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/dynamics365-project-operations/subcontractor-management-projects,,,-,Jan 2022
Finance and Operations cross-app capabilities,Finance and Operations cross-app capabilities,Finance and Operations cross-app capabilities,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/,,,,,null,null
Cross-app features,Cross-app features,Cross-app features,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/planned-features,,,,,null,null
Visual Studio 2019 support X++ Development,Visual Studio 2019 support X++ Development,<h2>Business Value</h2> <p>Visual Studio 2019 is the latest supported release of Visual Studio and offers many new features and improvements.Feature details</p><h2>Feature details</h2> <p>The Visual Studio extension for Finance and Operations apps development in X++ will support Visual Studio 2019 so developers can take full advantage of the latest features and improvements that Visual Studio has to offer.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/visual-studio-2019-support-x-development,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/visual-studio-2019-support-x-development,,,Nov 2021,-
Improved legal entity support for saved views,Improved legal entity support for saved views,<h2>Feature details</h2> <p>An important capability of the saved views feature in terms of organizational management of personalizations is the ability to publish views to specific security roles and to specific legal entities. This feature adjusts legal entity support for saved views in two meaningful ways:A view published to specific legal entities is only ever shown in those legal entities. This is a change in behavior from the base saved views feature. This is where a view published to a legal entity is initially available in the view selector only for the selected legal entity but it is available in any legal entity after the user had first loaded that view.Personal views can now be saved as global or belonging to specific legal entities similar to organization views.Important datesThese dates represent the current targets for this feature as it progresses toward becoming mandatory for all customers. The dates are subject to change.Feature stageVersionDateGenerally available10.0.21October 2021On by default10.0.25April 2022Mandatory10.0.29October 2022</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/improved-legal-entity-support-saved-views,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/improved-legal-entity-support-saved-views,,,Aug 2021,Oct 2021
Updates to client feature states with version 10.0.21,Updates to client feature states with version 10.0.21,<h2>Feature details</h2> <p>Mandatory features with the 10.0.21 releaseUpgrade to React 17Show related document attachmentsEdit basic control values in task recordingsAllow validation of control state in task recordingsEnabled-by-default features with the 10.0.21 releaseThese features will be turned on by default but can still be manually disabled. These are all targeted to become mandatory with 2022 release wave 1.New grid controlGrouping in gridsFreezing columns in gridsSaved viewsDesignate fields as required using personalizationEnable a drop-down list on multiline controlsNew HTML editor controlEmail throttlingFeatures transitioning to being generally available with the 10.0.21 releaseTranslation support for organization viewsFull page apps</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/updates-client-feature-states-version-10021,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/updates-client-feature-states-version-10021,,,Aug 2021,Oct 2021
WCAG 2.1. accessibility support for the Finance and Operations apps web client,WCAG 2.1. accessibility support for the Finance and Operations apps web client,<h2>Feature details</h2> <p>Toward the Microsoft vision of empowering every person and every organization on the planet to achieve more Finance and Operations apps declare adherence with Web Content Accessibility Guidelines (WCAG) 2.1. the latest accessibility recommendations from the World Wide Web Consortium (W3C) starting with version 10.0.21.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/wcag-21-accessibility-support-finance-operations-apps-web-client,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/wcag-21-accessibility-support-finance-operations-apps-web-client,,,Aug 2021,Oct 2021
Vertically scrolling workspaces,Vertically scrolling workspaces,<h2>Feature details</h2> <p>To date workspaces in Finance and Operations apps have used panoramas to be horizontal in nature which followed the Windows 8 design paradigm. Starting later in 2021 panorama sections will start stacking vertically (instead of laying out horizontally) and will be collapsible. This change will be accompanied by an update to the Workspace form patterns to optimize form metadata for a vertical page orientation.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/vertically-scrolling-workspaces,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/vertically-scrolling-workspaces,,,Oct 2021,Dec 2021
Enable auto-update for all sandbox environments,Enable auto-update for all sandbox environments,<h2>Business Value</h2> <p>The auto-update capability will help customers keep all Microsoft-managed cloud environments current with the latest supported version.Feature details</p><h2>Feature details</h2> <p>The auto-update capability will be extended to all Microsoft-managed sandbox environments in Lifecycle Services implementation projects for the cloud.For customers with add-on sandbox environments these environments will be included in the service update per your Update Settings in the implementation project.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/enable-auto-update-all-sandbox-environments,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/enable-auto-update-all-sandbox-environments,,,Feb 2022,To be announced
Data and process integration,Data and process integration,Data and process integration,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/planned-features,,,,,null,null
Change feeds in data lakes,Change feeds in data lakes,<h2>Business Value</h2> <p>Data lakes are changing the way customers store and work with data. Data lakes are ideal for storing large amounts of data at a fraction of the cost of storing them in a relational database. You can bring large amounts of historical data as well as data from other systems to your data lake. Data can be transformed into summaries as well as combined with other data on-demand.When working with large data volumes and by applying changes to the data that changed only since last run you can save a lot of compute costs as well as time to process.For example you can apply changes to financial summary data every few minutes as opposed to reprocessing the entire financial summary at day's end or on a monthly basis. This way you not only save on compute costs but also enable near-real-time financial reporting.Feature details</p><h2>Feature details</h2> <p>A change feed is an immutable (never modified) transaction log of all data changes in Finance and Operations apps. Change feed data available in customers' data lakes provides a chronological log of all data changes within Finance and Operations apps.Using the change feed customers can identify changes to data (inserts updates as well as deletes) at a transaction-level detail. They can build data pipelines that react near real-time to changes in Finance and Operations data.A change feed once written to a data lake is never modified or deleted. Customers can use the change feed to audit data changes within Finance and Operations apps as well.See alsoChange data in Azure Data Lake (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/change-feeds-data-lakes,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/change-feeds-data-lakes,,,Apr 30 2021,Oct 2021
Export to Azure Data Lake feature adds regions including China,Export to Azure Data Lake feature adds regions including China,<h2>Business Value</h2> <p>Customers can leverage the Export to Data Lake feature and retire the use of Bring your own database (BYOD).Feature details</p><h2>Feature details</h2> <p>The Export to Data Lake feature is built using a microservice that exports Finance and Operations app data to Azure Data Lake and keeps the data fresh. The Export to Data Lake feature is now available in additional geo-regions including China.See alsoConfigure export to Azure Data Lake (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/export-azure-data-lake-feature-additional-regions-including-china,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave2/finance-operations/finance-operations-crossapp-capabilities/export-azure-data-lake-feature-additional-regions-including-china,,,-,Mar 2022
