NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult,PublicPreview,GeneralAvailability,BusinessValue,FeatureDetails,ParentNodeName
External Project Operations planning,External Project Operations planning,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/dynamics365-project-operations/external-project-planning,,,-,Aug 2022,This feature provides generic APIs for customers to bring their own project management tool.,In this release wave customers can bring their own project management tools through a generic API where task scheduling can happen in the project management tool of choice and then integrate to Project Operations becoming available to users in a read-only manner. Resource scheduling and booking would remain in Project Operations.  Key capabilities in this feature release include:  Generic APIs to integrate tasks assignments and contours.Connector for common project management tools such as Desktop client and Project Online.,Finance and operations
Upgrade from Dynamics 365 Project Service Automation to Dynamics 365 Project Operations Lite Deployment - Phase 2,Upgrade from Dynamics 365 Project Service Automation to Dynamics 365 Project Operations Lite Deployment - Phase 2,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/dynamics365-project-operations/upgrade-dynamics-365-project-service-automation-dynamics-365-project-operations-lite-deployment--phase-2,,,-,Aug 2022,Providing an in-place upgrade experience this capability set targets customers who are currently using Dynamics 365 Project Service Automation and are looking to upgrade to Dynamics 365 Project Operations.,In the last release wave an upgrade from Project Service Automation v3 to Project Operations was enabled for customers who don't take a dependency on the work breakdown structure (WBS) or related entities. In this release wave we are extending the upgrade to customers with projects. This includes:  Customers who manage projects within the current WBS limits.Customers who require support for larger projects.,Finance and operations
Date-effective overrides in Project Operations pricing and costing,Date-effective overrides in Project Operations pricing and costing,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/dynamics365-project-operations/date-effective-overrides-project-pricing-costing,,,-,Sep 2022,Better control of maintaining price lists gaining performance and reducing data explosion in the project lifecycle.,During the project lifecycle a full copy of the price list can be initiated in different scenarios such as:  When a project is sold and a project contract is created.When prices for project resources change in a given cycle.When custom pricing is required for a particular project quote.  Each price list can have between 1010000 rows across 4 to 5 different child tables. During any of the above-mentioned scenarios making a full copy of the price list may not be required. It can also take a long time and may cause data explosion. For this feature the concept of price overrides allows users to create targeted date-effective overrides for specific prices in a price list. These price overrides can also be scoped to a particular quote or project contract. This feature changes the following scenarios around copying price lists in Project Operations:  The number of times a price list is copied fully is reduced or minimized using configuration parameters and dialog prompts.Customers can reduce data explosion by creating overrides for specific prices.The ability to use standard price lists on project contracts if there is no need to create a full custom price list.,Finance and operations
Editing resource assignment contours,Editing resource assignment contours,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/dynamics365-project-operations/editing-resource-assignment-contours,,,-,Sep 2022,This feature provides more precision in project planning and estimation.,With this feature enabled customers can edit resource assignment contours within the day week month or year range. This precision improves the fidelity of resource requirements and financial estimates by allowing users to accurately forecast effort over the duration of the task and for the specific resource.,Finance and operations
Revision and activation of quotes,Revision and activation of quotes,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/dynamics365-project-operations/revision-activation-quotes,,,-,Sep 2022,This feature enhances process support for deal management in project-based companies.,Currently Project Operations does not support activation and revision of quotes. This restricts customers from having project-based deals where similar requirements for a quote sent to the customer should be made read only and must be versioned when the quote is revised with clear version history. With this capability project-based quotes will support a process for versioning a quote that is sent to the customer which will allow for revising these quotes based on customer-requested or internally triggered changes.,Finance and operations
Support vendor payment of expense liability in foreign currency,Support vendor payment of expense liability in foreign currency,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/dynamics365-project-operations/support-vendor-payment-expense-liability-foreign-currency,,,-,Sep 2022,Project Operations uses the standard defined exchange rate for currency conversions. However because of time lags in the process from posting to actual payment there is often a mismatch between the transaction amount and the posted amount. This feature addresses the issue with foreign currency payments related to expense transactions.,When creating an expense report with foreign currency for an employee the system converts the value of that foreign currency to the legal entity currency using the exchange rate taken on the day the expense report was created. After several days when the customer tries to make a payment back to the employee or vendor the system converts the amount to be paid using the exchange rate on that day. This results in a difference in the amount between the expense report and the amount paid. Because of this issue the employee or vendor is either underpaid or overpaid requiring manual intervention to settle correctly. With this feature we aim to address the discrepancy with foreign currency payments related to expense transactions.,Finance and operations
Project-based vendor invoice reconciliation for Project Operations for resource and nonstocked scenarios,Project-based vendor invoice reconciliation for Project Operations for resource and nonstocked scenarios,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/dynamics365-project-operations/project-based-vendor-invoice-reconciliation-project-operations-resource-non-stocked-scenarios,,,Aug 2022,Sep 2022,This feature will enable the integration of project vendor invoices coming from the Finance and Operations apps. Invoices will be made available for procurement and front-office personas such as project and account managers. These invoices can then be reconciled with time entries and other documents such as product receipts and vendor invoices that need to be cleared for payment.,Subcontracting or outsourcing project work to vendors managing the vendor resource assignments and the delivery of work is essential in every project-based organization. In the last release wave Project Operations added end-to-end experiences for managing the contracted capacity of subcontractors on project work allowing subcontractor time to be estimated and recorded correctly. We also added the ability to record and reconcile project vendor invoices with time expense and material usage on projects allowing vendor invoices to be cleared for payment for customers using the Lite deployment (Dataverse only) of Project Operations.  In this release wave subcontracting capabilities will be enabled for customers using Project Operations for resource and nonstocked scenarios (Project Operations Integrated with Finance and Operations app). This release will also include:  Project manager review of project vendor invoices recorded by Accounts payable clerks in Dynamics 365 Finance.Project accountants' ability to record review and audit subcontract-related actuals in project financials.,Finance and operations
Finance and Operations cross-app capabilities,Finance and Operations cross-app capabilities,Finance and Operations cross-app capabilities,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/,,,,,,,Finance and operations
Cross-application features,Cross-application features,Cross-application features,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/planned-features,,,,,,,Finance and operations
Updates to client feature states with version 10.0.25,Updates to client feature states with version 10.0.25,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/updates-client-feature-states-version-10025,,,Jan 2022,Apr 2022,This information helps customers stay current on the latest client capabilities of Finance and Operations apps.,Mandatory features with the 10.0.25 release  Enable a drop-down list on multiline controlsNew HTML editor controlEmail throttlingInternet Explorer end-of-support notificationsNoteStarting with version 10.0.25 Internet Explorer can no longer be used. See Internet Explorer deprecation for more information.Open-source software update  upgrade Moment and remove jQWidgetsNew color picker controlNoteThe timelines for transitioning the New grid control and Saved views features (and their dependent features) to mandatory have been postponed to October 2022.  Enabled-by-default features with the 10.0.25 release  These features will be turned on by default but can still be manually disabled. These features are all targeted to become mandatory with 2022 release wave 1.  Align interaction patterns for combo boxes with those of look-up controlsAllow admins to select default document typesAllow configuration of the publish batch size in the Excel add-inVisual update for wizardsTranslation support for organizational saved viewsImproved legal entity support for saved viewsFull page apps,Finance and operations
Updates to saved views and personalization,Updates to saved views and personalization,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/updates-saved-views-personalization,,,Jan 2022,Apr 2022,Saved views allow an easy and no-code approach for customers and users to optimize their user experiences and deploy and manage those experiences at an organizational level. The enhancements to saved views and personalization described below will make saved views more applicable for more scenarios which can lead to improved user satisfaction and productivity.,The saved views capabilities in Finance and Operations apps will be extended in the following ways:  View support for dialogsView support for workspacesQueries on views on task pagesView support for custom filtersExclude individual forms from saved views  View support for dialogs  The Saved views support for dialogs feature adds view support for dialogs notably the ability to save multiple dialog views and publish those views to users.  Important dates  These dates represent the current targets for this feature as it progresses toward becoming mandatory for all customers. The dates are subject to change.  Feature stageVersionDateGenerally available10.0.25April 2022On by default10.0.29October 2022Mandatory10.0.33April 2023  View support for workspaces  The Saved views support for workspaces feature will add view support for workspace forms notably the ability to save multiple workspace views and publish those views to users. With this change when users add tiles lists or links to a workspace they will also need to select the target workspace views the content should be added to.  Important dates  These dates represent the current targets for this feature as it progresses toward becoming mandatory for all customers. The dates are subject to change.  Feature stageVersionDateGenerally available10.0.25April 2022On by default10.0.29October 2022Mandatory10.0.33April 2023  Queries on views on task pages  The Allow queries to be saved to views on Task Single and Task Double pages feature allows filters and sorts to be saved to views on Task Single and Task Double pages. These are pages with older interfaces that allow you to show and edit data for a single entity and parent/child entities respectively.  Important dates  These dates represent the current targets for this feature as it progresses toward becoming mandatory for all customers. The dates are subject to change.  Feature stageVersionDateGenerally available10.0.25April 2022On by default10.0.29October 2022Mandatory10.0.33April 2023  View support for custom filters  Custom filters are controls modeled on forms that cause modifications to the query. New APIs are available to allow custom filters to work more seamlessly with saved views. Specifically custom filters can now trigger a view definition to be marked as having unsaved changes and custom filter controls can listen for system changes to the query to ensure the control value stays in sync with the query.  Exclude individual forms from saved views  For forms with coding patterns that are not conducive to saved views developers can now opt to exclude an individual form from saved views. This will mean that no view selector is available on the form and there will be no publishing capabilities.,Finance and operations
Vertically scrolling workspaces,Vertically scrolling workspaces,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/vertically-scrolling-workspaces,,,Jan 2022,Apr 2022,This feature offers improved usability and alignment with other Dynamics 365 products to have vertically scrolling pages.,To date workspaces in Finance and Operations apps have used panoramas to be horizontal in nature which followed the Windows 8 design paradigm. Starting with the April 2022 release workspaces will be adjusted so that sections stack vertically (instead of laying out horizontally) and are collapsible. This change will be accomplished through updates to the Workspace form patterns to optimize form metadata for a vertical page orientation.  To stay in alignment with out-of-the-box workspaces externally created workspaces will need to update to the latest form patterns. Other minor tweaks may be desired to optimize for a vertical experience.,Finance and operations
Data and process integration,Data and process integration,Data and process integration,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/planned-features,,,,,,,Finance and operations
Specify which data is exported to Azure Data Lake,Specify which data is exported to Azure Data Lake,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/specify-which-data-exported-azure-data-lake,,,Apr 2022,-,This feature enables you to have greater control over the Finance and Operations data that is exported to Azure Data Lake.,This feature enables you to optionally include or exclude Finance and Operations data that is exported to Azure Data Lake. For example:  You can optionally include large fields such as memos and XML strings to be exported to Azure Data Lake.You can optionally exclude sensitive data such as Social Security numbers from being exported to Azure Data Lake. Sensitive data may be valuable for operational purposes (and is securely stored within Finance and Operations apps). However this data may not be required for reporting and you may not want to make it available in the Azure Data Lake.,Finance and operations
One Azure Synapse experience for all Dynamics 365 data,One Azure Synapse experience for all Dynamics 365 data,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/one-azure-synapse-experience-all-dynamics-data,,,Jul 2022,-,Customers can build rich data integrations and reports using data from both customer engagement apps and Finance and Operations apps. Using a single experience in Azure Synapse workspaces customers can choose and work with data from all of their Dynamics 365 apps.,Customers can install and configure the Export to Azure Data Lake add-in and then configure a data lake with their Dynamics 365 environment and apply it to both customer engagement apps and Finance and Operations apps. This enables customers to export data from both customer engagement apps and Finance and Operations apps to the data lake.  With one experience customers can connect to an Azure Synapse workspace and work with data with any tool including (but not limited to) T-SQL Spark Synapse pipelines or Power BI. Dynamics 365 metadata (friendly names entity shapes and data relationships) are reflected in Synapse tools. This enables customers to build rich data integrations and reports to unlock insights hidden in the data.,Finance and operations
Regression suite automation tool improvements,Regression suite automation tool improvements,Regression suite automation tool improvements,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/planned-features,,,,,,,Finance and operations
Support of test case variants,Support of test case variants,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/support-test-case-variants,,,May 2022,May 2022,Companies often need tests of multiple different variants for scenarios where slight changes to data are all that varies among the tests. This has required creating multiple test cases with similar steps with each variant which results in great overhead for test maintenance. This is particularly painful when test steps need to be changed as well.This feature provides a cost-effective way to maintain test cases in the Regression suite automation tool (RSAT).,This feature provides:  Support for RSAT to run test cases multiple times. For example a test case may be run multiple times with identical data to generate data volumes or to measure performance. RSAT will provide an option to specify the number of times a test case should be run repeatedly.An effective way of managing how test cases should be run with different data inputs. For example different data inputs may include tables from the Excel parameter form to cover different variants for the test case.Ways to handle variation to how a test case should be run. For example you'll be able to add conditions to both test cases and test steps to handle a branched type of execution,Finance and operations
Improved integration with Azure DevOps,Improved integration with Azure DevOps,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/improved-integration-azure-devops,,,Jun 2022,Jun 2022,This feature improves the usability and efficiency in working with test suites centered around the Regression suite automation tool (RSAT).,Customers are not typically familiar with Microsoft Azure DevOps and using DevOps together with RSAT to define and run acceptance tests. Defining and running acceptance tests require time and effort to navigate DevOps. This adds to the cost of onboarding test automation with RSAT and can hold some companies back from using RSAT.  The improved RSAT and DevOps integration focuses on reducing the need for customers to interact directly with DevOps. You will be able to navigate to some of the DevOps features using RSAT. This means you can create new test suites directly in RSAT without leaving the app. The improved integration also offers seamless navigation to perform test runs in DevOps so you can easily review data.,Finance and operations
Improvements to the Task recorder experience,Improvements to the Task recorder experience,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/improvements-task-recorder-experience,,,Aug 2022,Aug 2022,Customers have provided feedback that the Task recorder can be difficult to use and this has discouraged some companies from onboarding test automation.This feature improves the usability of the Task recorder and adds a few additional changes that make it easier to use with the Regression suite automation tool.,Based on customer feedback Microsoft has improved the usability of the Task recorder. Features have been added to the Task recorder that provide support when recording and help prevent users from making mistakes during the recording experience.  New options are added to support the validation of system controls such as SQL Server Reporting Services and document upload. This enables new scenarios that can now be recorded that were not supported earlier such as expense management scenarios.,Finance and operations
Improved Azure DevOps experience,Improved Azure DevOps experience,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/finance-operations/finance-operations-crossapp-capabilities/improved-azure-devops-experience,,,Sep 2022,Sep 2022,Customers that use the Regression suite automation tool (RSAT) and Azure DevOps are commonly not taking advantage of the full features available in DevOps. This feature seeks to provide information and guidance to help customers obtain more value from using DevOps as part of the toolbox for driving test automation.,This feature provides information on how to set up and configure Azure DevOps to be used with RSAT. This includes information on how to set up a pipeline for running test cases automatically. The test cases can be run automatically per scheduled times or by manually triggering them which is an alternative to running them manually from within RSAT. This capability is assisted by a DevOps extension with common RSAT tasks that make it easy to integrate DevOps with RSAT.  This feature also includes guidance on how to build dashboards with useful charts to help visualize and analyze test results efficiently.,Finance and operations
Other,Other,Other,,,,,,,,,,,,,Other
Human Resources,Human Resources,Human Resources,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/,,,,,,,Other
Dynamics 365 Human Resources,Dynamics 365 Human Resources,Dynamics 365 Human Resources,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/,,,,,,,Other
Employee development,Employee development,Employee development,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/planned-features,,,,,,,Other
Intelligent talent management improves workforce,Intelligent talent management improves workforce,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/intelligent-talent-management,,,Aug 2022,-,Companies need to have a clear understanding of the skills required to optimize business processes and determine the workforces ability to perform. What is also clear is that the skills needed today are not the same skills that will be needed by the organization in the future. As the business grows and reacts to the ever-changing market businesses must have the ability to understand what skills will be needed in their workforce to meet future demands.,An intelligent-skills gap analysis is needed to understand the gap between the skills needed for the organization and employees to be successful and the skillset held by the organizations current workforce. By providing this intelligent talent management capability Dynamics 365 Human Resources enables companies to ensure the right people are in the right jobs as well as plan for the future.  Internal mobility: Match job postings to employees based on skills certifications and experience.Coaching and mentoring: Enable managers to have meaningful career conversations based on skill insights.Learning: Provide recommendations for learning content and automatically add to goals and course assignments.Recruiting: Automatically add skills to recruiting requisitions based on job requirements.    Thank you for your idea  Thank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.,Other
General,General,General,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/planned-features,,,,,,,Other
Migration to Finance and Operations infrastructure,Migration to Finance and Operations infrastructure,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/migration-finance-operations-infrastructure,,,Mar 2022,Jun 2022,Now that Dynamics 365 Human Resources is on the Finance and Operations infrastructure standalone Human Resources customers and Finance and Human Resources customers need to migrate to the new infrastructure.,Customers who are on the standalone Human Resources:  Copying data and migrating Power Platform extensions to the Citizen Application Platform infrastructure.  Customers who are on Dynamics 365 Finance and using the HR module:  Copying data and migrating Power Platform extensions to the Citizen Application Platform infrastructure.Creating entities where needed.Export from Human Resources and import into a Finance environment.,Other
Integrations and extensibility,Integrations and extensibility,Integrations and extensibility,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/planned-features,,,,,,,Other
Enable simplified integration with learning management system providers,Enable simplified integration with learning management system providers,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/enable-simplified-integration-learning-management-system-lms-providers,,,Apr 2022,Jul 2022,This new capability will enhance employee and manager experience by bringing together all the training data from partner learning management systems on a single pane of glass right next to all their other employee data.,With the continued globalization of workforces the ability to assign deliver and track employee training is becoming more of a challenge for companies than ever before. To bring the utility of existing learning management systems closer to Dynamics 365 Human Resources we need to build integrations with partners. This will fill a gap in functionality while also creating a centralized place to view training data right next to all their other employee data.  We will create a set of scenario-specific APIs in our integration platform based on Microsoft Dataverse that are streamlined to enable partners to quickly create tight integrations with Human Resources. This will enable an end-to-end scenario of assigning online training to an employee for companies using a wide range of partner-learning management systems.,Other
Organization and personnel management,Organization and personnel management,Organization and personnel management,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/planned-features,,,,,,,Other
Improved business process automation  active employees,Improved business process automation  active employees,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/improved-business-process-automation--active-employees,,,Aug 2022,-,Having an efficient way to manage employees who are joining or leaving your organization is critical. Dynamics 365 Human Resources will not only save HR professionals time but will also help ensure accurate employee information and provide a more comprehensive employee experience.,Dynamics 365 Human Resources provides HR professionals the ability to tailor experiences and automatically complete processes. This feature will enable auto-approvals for information such as skills and certifications that are entered by Human Resources.    Thank you for your idea  Thank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.,Other
Improved business process automation  employees joining,Improved business process automation  employees joining,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/improved-business-process-automation--employees-joining,,,Aug 2022,-,HR professionals are faced with challenges with managing employee information for people joining and leaving the organization. Many HR professionals struggle with not having the right information available when hiring employees and missing critical steps in the onboarding process. Too much time is spent enrolling or unenrolling employees individually from the HR programs that are offered.,Having an efficient way to manage employees who are joining or leaving the organization is critical. Dynamics 365 Human Resources provides the ability to tailor experiences and automatically complete processes. Dynamics 365 Human Resources will not only save HR professionals time but will also help ensure accurate employee information and provide a more comprehensive employee experience.  This feature allows:  HR to select data thats important to them to be included when hiring a new employee and set defaults.Automatic assignment of onboarding guides based on job or position information.Automatic enrollment of employees in compensation benefit and leave plans based on certain criteria such as department or position.    Thank you for your idea  Thank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.,Other
Improved business process automation  employees leaving,Improved business process automation  employees leaving,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/human-resources/dynamics365-human-resources/improved-business-process-automation--employees-leaving,,,Aug 2022,-,Having an efficient way to manage employees who are joining or leaving your organization is critical. Dynamics 365 Human Resources will not only save HR professionals time but will also help to ensure accurate employee information and provide a more comprehensive employee experience.,This feature will enable you to:  Automatically unenroll and process leave accruals when someone leaves (prorated).Automatically assign offboarding guides.End terms of employment when employment is terminated.    Thank you for your idea  Thank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.,Other
FS,FS,FS,,,,,,,,,,,,,FS
Commerce,Commerce,Commerce,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/,,,,,,,FS
Dynamics 365 Commerce,Dynamics 365 Commerce,Dynamics 365 Commerce,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/commerce/dynamics365-commerce/,,,,,,,FS
Dynamics 365 Commerce Feature,Dynamics 365 Commerce Feature,Dynamics 365 Commerce Feature,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/commerce/dynamics365-commerce/planned-features,,,,,,,FS
Direct fiscal integration from POS,Direct fiscal integration from POS,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/commerce/dynamics365-commerce/direct-fiscal-integration-pos,,,-,Apr 2022,This Dynamics 365 Commerce feature will increase the flexibility in selecting appropriate in-store topologies in countries or regions that have fiscal registration requirements. It will be possible to integrate a point of sale (POS) with a fiscal device or service directly when no physical connection is required. This functionality for example enables fiscal integration for mobile devices with no shared hardware station required.,The feature extends the fiscal integration framework by adding a capability to create fiscal connectors that will be executed in POS. This type of connector will communicate with a fiscal device or service that provides an HTTP API and will not require a dedicated physical machine in the store to be plugged in or deployed on.  The following capability is currently planned to be released after the general availability of this feature:  A sample of the direct fiscal integration from POS for selected countries or regions. This capability is currently planned for May 2022.,FS
Enhanced fiscal connector configuration,Enhanced fiscal connector configuration,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/commerce/dynamics365-commerce/enhanced-fiscal-connector-configuration,,,-,Apr 2022,This new Dynamics 365 Commerce capability increases the flexibility in configuring fiscal integration in stores in countries or regions that have fiscal registration requirements. With these improvements it will be possible to define connections settings for fiscal connectors for individual point of sale (POS) registers as well as to disable the fiscal registration for selected POS registers.,The feature extends the fiscal integration framework by adding the following options:  An option to define connection settings for a fiscal connector on the individual POS register level in addition to the hardware profile level. This will provide the ability to configure different connection settings for individual fiscal devices or service instances used by different POS registers in the store. This capability is currently planned for April 2022.An option to disable fiscal registration for selected POS registers in a fiscal registration-enabled store. Store associates will be able to use the registers for non-sales operations (such as inventory management operations) and to create sales that can then be completed on fiscal registration-enabled registers. This capability is currently planned for May 2022.The option to review the fiscal registration process state and details on the Settings page of POS. This capability is currently planned for May 2022.,FS
Integration with Sitecore Content Hub,Integration with Sitecore Content Hub,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/commerce/dynamics365-commerce/integration-sitecore-content-hub,,,Nov 19 2021,Apr 2022,This release provides a seamless integration with the Sitecore Content Hub CMS an industry-leading enterprise content management solution. By providing the ability to easily configure Sitecore Content Hub for use with Site Builder customers can easily consume images videos and enriched content for use in marketing and merchandising pages. This functionality enables enterprise organizations to simplify brand management marketing and product assets in one system for use across print media and digital experiences.,A data connector will automatically push the Dynamics 365 Commerce product and category data into your Sitecore Content Hub instance allowing additional digital asset management and product enrichment options for your Commerce channels. Content and assets stored in Sitecore are simple to access through inline authoring workflows within Dynamics 365 Commerce site builder. These inline Commerce site builder workflows will allow authors to choose digital assets or HTML fragments from Sitecore in a seamless and efficient workflow.,FS
Additional filter options in POS inventory operations,Additional filter options in POS inventory operations,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/commerce/dynamics365-commerce/additional-filter-options-pos-inventory-operations,,,Jan 2022,Apr 2022,The current in-market point of sale (POS) inventory operation in Dynamics 365 Commerce only supports the Order number filter option in the Inbound inventory and Outbound inventory operations. Organizations who need additional filter capabilities have to build custom extensions. This feature will provide support for additional filter options that are commonly requested across POS inventory operations thereby eliminating the need for unnecessary extensions and significantly improving the efficiency of the store inventory operation.,With this feature the following filter options will be supported in the POS inventory operation directly out of the box.  Inbound inventoryList view: Order number Type Status Transfer from (location)Details view: Product number Product (name) LocationOutbound inventoryList view: Order number Status Transfer to (location)Details view: Product number Product (name) LocationInventory adjustmentList view: Journal number Journal name Description Default adjustment typeDetails view: Product number Product (name) Location Adjustment typeInventory movementList view: Journal number Journal name DescriptionDetails view: Product number Product (name) From (location) To (location)Stock countList view: Journal number Journal name Description StatusDetails view: Product number Product (name) Location,FS
Integrated experimentation in Dynamics 365 Commerce,Integrated experimentation in Dynamics 365 Commerce,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/commerce/dynamics365-commerce/integrated-experimentation-dynamics-365-commerce,,,Jan 2022,Apr 2022,With the functionality that enables you to conduct controlled experiments such as A/B tests natively in Dynamics 365 Commerce e-commerce sites you can validate hypotheses about the effectiveness of your B2B and B2C e-commerce pages and make decisions with data-driven confidence. You will be able to easily make updates to your e-commerce website experiences and measure the impact of these changes directly in the site builder interface thereby driving increased customer engagement and conversion rates.,This out-of-the-box feature enables the seamless creation of experiments and related content treatments within Dynamics 365 Commerce site builder. You will be able to create edit and manage the full lifecycle of an experiment natively within your site builder instance. Additionally event streams generated from the web storefront will support end-to-end analytics and reports defining experiment results all also available within site builder.,FS
Order cancellation for e-commerce,Order cancellation for e-commerce,,,,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2022wave1/commerce/dynamics365-commerce/order-cancellation-e-commerce,,,Jan 2022,Apr 2022,Customers on an e-commerce site may request cancellation of their orders for a variety of reasons. Providing an intuitive and smooth order cancellation experience contributes to better customer satisfaction. Additionally organizations expect systematic processing of cancellation requests initiated from the e-commerce channel including automatic refund customer communication and necessary auditing.,This Dynamics 365 Commerce feature enables an end-to-end experience for consumers on an e-commerce site for initiating a request to cancel an entire order or individual order lines that are not yet fulfilled.  The order history and order details modules will be enhanced to support the order cancellation function.Organizations will be able to configure cancellation reason codes in Commerce HQ and e-commerce users will be able to associate cancellation reasons with entire orders or specific order lines during the cancellation flow.Organizations will be able to view and manually process e-commerce order cancellation requests in Commerce HQ.Refunds will be issued automatically to consumers after cancellation.Confirmation emails will be sent to consumers after the cancellation request is submitted and processed.The cancellation function works for both B2C and B2B e-commerce sites. For B2B the organization admins will be able to cancel company-wide orders on behalf of other users.,FS
