Product,Category,SubCategory,FeatureType,FeatureTitle,BusinessValue,FeatureDetails,ReleaseWave,PublicPreview,DateAvailable,ImpactLevel,BusinessAndProfessionalServices,FoodAndBeverage,Retail,CPG,Government,FinancialServices,LifeSciences,NonProfit,Gaming,HealthCare,Industrials,RealEstate,Technology
FS,Dynamics 365 Finance,Core financials,,Create collections activities based on payment predictions,Collections process automation can save time by setting up a consistent strategy for your collection process. Customer payment predictions can predict when customers are likely to pay an invoice late. By combining both features you have one more automated tool to reduce the amount of time spent researching customer invoices and determining collection activities that will help your business get paid faster.,Customer payment predictions predicts the likelihood that a customer invoice will be paid on time late or very late by assigning a percentage to each invoice. If you know the likelihood of an invoice being paid late the Collections process automation feature can create collections activities for those invoices. You can also set up a threshold or benchmark percentage. Setting a benchmark helps ensure that collections activities are created only for the invoices where the predicted percentage of being paid late is greater than the percentage you set.,2021 Wave 2,Aug 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Edit Asset leasing journals,This feature makes it easier to capture vendor invoices on lease payment transactions while also providing flexibility to edit certain fields on an Asset leasing journal before posting. The feature also helps maintain accuracy by not allowing you to edit other fields such as account.,This feature lets you edit specific fields in Asset leasing journals. You can edit invoice number invoice date description sales tax group and item sales tax group. Other fields including account amount and financial dimensions cant be edited.,2021 Wave 2,-,Nov 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Invoice automation  apply prepayments to vendor invoices automatically,This feature saves effort by your accounting staff and can help reduce errors that can occur when processing information manually.,New parameters have been added in Account payable to let the system apply prepayments to vendor invoices automatically.  If this feature isnt enabled and a purchase order is created based on a purchase agreement an accounts payable clerk must apply a prepayment to the resulting invoice manually before that invoice can be settled.  When you import vendor invoices with this feature turned on and theres a prepayment on the purchase order the prepayment will be applied to the corresponding vendor invoice automatically.,2021 Wave 2,-,Nov 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Prevent automatic one-voucher usage in fixed assets,This feature helps ensure that fixed assets don't require or enable multiple transactions in the same voucher in the general ledger. Adding this restriction helps avoid downstream issues that can result when multiple transactions are included on a single voucher.,Preventing the automatic use of one-voucher functionality in fixed assets helps ensure that fixed-asset transactions won't use the same voucher number for depreciation adjustments when splitting or disposing of an asset or when recording catch-up depreciation. This also applies to acquisition adjustment transactions when a fixed asset is split.,2021 Wave 2,-,Nov 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,1099 report revisions for 2021,This enhancement helps your organization maintain compliance with current regulations for 1099 processing.,This feature will add new 1099 fields to the 2021 1099-DIV form 1099-MISC form and 1099-NEC form. Electronic filing for 2021 will not be impacted by this feature since the IRS has not published the corresponding changes for electronic filing for the 1099-DIV 1099-MISC and 1099-NEC forms.,2021 Wave 2,-,Jan 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Adjust posting date automatically during invoice posting,This feature reduces the number of manual steps that accounts payable clerks must complete when its necessary to adjust the posting date on multiple vendor invoices. The feature can also help reduce errors that might be introduced when tasks are completed manually.,Sometimes vendor invoices can remain in pending status beyond the time when the accounting period for the specified posting date has closed. When the invoices are ready to be posted the original posting date cant be used since the period is closed. As a result the accounts payable clerk must change all the posting dates on the now-unapproved invoices to the newer open period (next month). This feature adds a parameter that lets the system change the posting date automatically according to your business needs. As a result the due date cash discount date and exchange rate of the vendor invoice can be adjusted accordingly.,2021 Wave 2,-,Jan 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Create invoice lines based on the quantity option parameter in Accounts payable,This feature reduces the number of tasks that an accounts payable clerk must complete when additional line items are added to invoices. By automating the process of adding line items the feature also helps your organization adapt to changing circumstances as efficiently as possible.,When a purchase order has been partially invoiced its possible that the invoice contains limited header information along with subtotals. This feature enables the system to create line items automatically when invoices are imported. The feature validates the information to avoid creating lines automatically while also importing the same lines at a different time.,2021 Wave 2,-,Jan 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Open vendor transaction report,The open vendor transaction report gives you quick access to detailed information about vendor transactions in one place.,This report provides detailed information about the open transactions for each vendor as of a specific date. For each transaction the report includes the following information:  Invoice numberTransaction dateVoucher numberTransaction amount in the transaction currency and accounting currencyCredit balance in the transaction currency and accounting currencyDebit balance in the transaction currency and accounting currencySubtotal amount in the accounting currencyPayment due date,2021 Wave 2,-,Jan 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Allow positive asset depreciation,Allowing positive depreciation in a depreciation proposal lets your organization account for governmental funds that record the fund as an asset with negative value then depreciate that asset with positive depreciation.,When you let the system calculate positive depreciation the system will consider the negative book value of the asset and calculate positive depreciation (as a debit entry). The Allow net book value higher than acquisition price and Allow negative net book value options will be available after the Allow positive depreciation feature is enabled in the Feature management workspace.,2021 Wave 2,-,Feb 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Enhancements around ledger settlements,The ledger settlement process will be enhanced to reduce the number of manual steps through an automated settlement process. Reports and processes such as year-end close and foreign currency revaluation will better use the ledger settlement records.,This feature includes enhancements that improve processing of ledger settlements and the year-end close. These enhancements include the following:  Enhancing the year-end close to account for settled transactions.Providing the option to perform settlements automatically based on rules. You can define and run the rules by using a timeframe configured from the process automation framework.Enhancing reports and inquiries to use the settlement flag and date providing an accurate picture of the detailed transactions that encompass the ledger account balance.,2021 Wave 2,-,Feb 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Financial Dimension service,The creation and validation of unique financial dimension values is a costly operation that can be improved with the Financial Dimension service which is able to operate on the data in parallel.,The new service improves the process of resolving financial dimensions when you import a large number of journals. The service works on dimension data in the imported journals in parallel with the financial dimensions in your existing data to improve the otherwise time-consuming and labor-intensive process of creating new dimension values that rationalize the existing and imported dimension values.,2021 Wave 2,-,Feb 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,General ledger year-end enhancements  specify balance sheet dimensions and year end close service,This feature comprises a number of enhancements that improve performance during the year-end close process.,The enhancements to the year-end close process include the following:  Lets you specify balance sheet financial dimensions in detail when you close a year. This functionality now parallels the capability that's available for profit and loss accounts.Improves overall performance so that the year-end-close process runs more efficiently.  The following enhancements were added in the July 2021 release:  Moves the setup of the year-end closing templates to a new setup page. The existing year-end close page will change similar to the general ledger foreign currency revaluation where a list will indicate each of the times the year-end close has been run or reversed. An accounting manager can initiate the year-end close from the new page.Lets accounting managers reverse a year-end close by selecting the most recent fiscal year and selecting the Reverse year-end close button. The reversal will delete the accounting entries for the previous year-end close but won't rerun the year-end close automatically.Requires voucher numbers when closing a year where this was optional (based on a parameter setting in General ledger) in previous versions.Maintains the history and audit trail of previously closed years by company and year.,2021 Wave 2,-,Feb 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Increase the length of invoice numbers,This feature increases the length of invoice numbers in Accounts payable which gives you more flexibility to adapt invoice numbers in ways that better serve your organization's needs.,This feature increases the length of vendor invoice numbers by letting you extend specific extended data types based on unique business processes. Extending the data types that determine the length of vendor invoice numbers won't adversely affect other extended data types.,2021 Wave 2,-,Feb 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Core financials,,Invoice automation  process vendor invoices during the import process,This feature is part the vendor invoice automation capability and saves accounts payable clerks time and effort by processing vendor invoices automatically. The feature can also help reduce errors that arise through manual processing.,Creating vendor invoices can involve multiple steps including applying prepayments completing the invoice matching process validating invoices and then submitting them to workflow processing. Typically those steps are completed manually before the invoices are posted. Prior to implementing this feature importing vendor invoices resulted in a pending vendor invoice. Routine invoice processing steps such as applying prepayments were completed in the background. This feature lets the system process vendor invoices automatically when the invoices are imported eliminating the need for additional background processing and freeing accounts payable staff to focus their efforts on exceptions.,2021 Wave 2,-,Feb 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Finance insights,,Customer payment predictions,Knowing when all of a customer's outstanding invoices are likely to be paid in addition to knowing when specific invoices are likely to be paid can help businesses optimize the start of collection activities.,Customer payment predictions help answer and respond constructively to the following questions:  When will an invoice or sales order be paid?Which customers will pay on time and which will pay late?Which invoices or orders will they pay?,2021 Wave 2,-,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Finance insights,,External data for cash flow forecasting,You can enter or import external data into cash flow forecasts which helps improve the accuracy of forecasts.,This feature lets you include external data in cash flow forecasting. It brings the capability to import external data from supporting systems into the cash flow engine to improve the accuracy of cash flow forecasting.,2021 Wave 2,-,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Finance insights,,Forecast bank balance,The cash flow forecasting capability in finance insights can help companies monitor and manage their cash balances effectively. It can also help managers make decisions that optimize opportunities in the context of their current cash position.,Forecasts of bank balances will be based on recurring activities in addition to information from customer payment and vendor payments. The bank balance forecasts help treasurers more accurately understand the availability of funds at specific times.,2021 Wave 2,-,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Finance insights,,Intelligent budget proposal,Organizations spend a lot of time and resources preparing their budgets and much of that effort is repetitive and low-value-added. Still more work is needed to prepare line-by-line budgets for each department. Intelligent budget proposals make it easy to gather historical data from actuals or budgets to use for budgeting within Dynamics 365 Finance. The feature uses that data to generate a new budget that can be further refined by staff who possess knowledge and insights that might not be present in historical data.,The intelligent budget proposal feature lets you create a draft budget automatically but with a high degree of confidence from the use of historical data. The feature must be turned on in the Feature management workspace. The more years of budget data that you can provide to the system to generate budget proposals the more accurate the proposals can be. Having from three to five years of historical data at minimum can help ensure the accuracy of the proposals that are generated.,2021 Wave 2,-,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Finance insights,,Treasurer workspace,The cash flow forecasting capability in finance insights can help companies monitor and manage their cash balances effectively.,This feature adds a new workspace that includes all necessary elements for completing the analysis and activities that treasurers need to successfully manage their organization's cash. The workspace includes payment predictions on open customer and vendor orders and invoices to provide you an accurate cash position. Create cash flow forecast snapshots edit them and save them to compare against actuals later.,2021 Wave 2,-,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Electronic Invoicing service  configurable e-invoice submission to Italian SDI system,The Electronic Invoicing service is a flexible microservice for exporting and importing configurable e-invoices and transporting messages to and from external web services that are configured by using the Regulatory Configuration Service (RCS). The wide spectrum of supported scenarios is now extended with direct integration to the Italian Sistema di Interscambio (SDI) system which is dedicated to verifying and transmitting electronic invoices.,Electronic Invoicing files can be sent to the SDI by using several channels:  PEC service: A message system that allows transmission date and time to be certified files to be received and the file integrity to be verified. A certified address can be used to send several files up to 30 MB.SdICoop service: A collaborative web service application operating on HTTPS. Only one file can be sent at a time by using the system and the size must not exceed 5 MB. This service is recommended for smaller companies.SdIFtp service: A data transmission system based on File Transfer Protocol (FTP). This system is designed for larger companies and allows several files of up to 150 MB each to be sent.FatturaPA: A web service where files can be transferred from a dedicated website. To access the web service users must have an Entratel or Fisconline password or a national services card (CNS) issued by Agenzia delle Entrate.  The feature enables one or multiple channels for direct transmission.,2021 Wave 2,Oct 2021,-,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Electronic Invoicing service  Microsoft Dataverse integration,Enable cross-app support of the Electronic Invoicing service for any first-party or third-party app.,The Electronic Invoicing service is now integrated with Microsoft Dataverse by using virtual tables and business events toeasily share the service functionality and contentwithany application from Microsoft and others.The Electronic Invoicing service extends the existingno-code/low-code Dynamics 365e-invoicing capabilities to provide better scalability agility to align with changing legal requirements and a consistent experience across the growing number of countries and regions (more than 60) that demand e-invoicing and business-to-business scenarios. The capabilities include exporting and importing configurable e-invoices and transporting messages to and from external web services that are configured by using Regulatory Configuration Service (RCS).  For public preview the export of sales invoices for supported EU countries and regions and Mexico will be supported with more countries and regions document types and import to follow later.,2021 Wave 2,Feb 2022,-,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Tax Calculation service,The digitalization of tax and the steady stream of indirect tax regulations that global businesses encounter such as VAT and GST have further complicated existing processes by introducing new industry and compliance risks that challenge leaders in every global enterprise.Tax Calculation allows you to improve compliance with associated local regulations. The new configurable microservice (preview) enhances the tax determination and calculation capabilities in Dynamics 365 Finance and Dynamics 365 Supply Chain Management. Tax Calculation is fully integrated out of the box and enables you to:Automate and standardize tax determinations and calculations across countries or regions.Use a configurable tax determination matrix and flexible calculation designer to configure and execute complex tax determination rules and calculations by using formulae and conditions.Simplify compliance maintenance for local tax regulations.,Tax Calculation capabilities include:  Out-of-the-box integration with Dynamics 365 Finance and Dynamics 365 Supply Chain Management.No-code/low-code configuration through the Regulatory Configuration Service (RCS).A configurable tax matrix to automatically determine tax rates.A configurable tax matrix to automatically determine VAT ID.A configurable tax calculation designer to define formulas and conditions.Shared tax rates and determination rules across legal entities.    See also    Tax Calculation (docs),2021 Wave 2,Apr 16 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Tax Calculation service  sales tax group determination,The digitalization of tax and the steady stream of indirect tax regulations that global businesses encounter such as VAT and GST have further complicated existing processes by introducing new industry and compliance risks that challenge leaders in every global enterprise.Tax Calculation allows you to improve compliance with associated local regulations. The new configurable microservice (preview) enhances the tax determination and calculation capabilities in Dynamics 365 Finance and Dynamics 365 Supply Chain Management. Tax Calculation is fully integrated out of the box and enables you to:Automate and standardize tax determinations and calculations across countries or regions.Use a configurable tax determination matrix and flexible calculation designer to configure and execute complex tax determination rules and calculations by using formulae and conditions.Simplify compliance maintenance for local tax regulations.,This feature is part of the Tax Calculation capabilities to support flexible tax determination. With this feature determination of sales tax group and item sales tax group is supported in the Tax Calculation service:  Sales tax group and item sales tax group is still populated with the default value on the transaction header and line.When tax calculation starts the value of the sales tax group and the item sales tax group is sent to the Tax Calculation service.The Tax Calculation service will provide two matrices one to determine the sales tax group and one to determine the item sales tax group.If a new sales tax group or item sales tax group value can be determined from the matrices the Tax Calculation service will replace it with the default value. Otherwise the default values will continue to be used.-The Tax Calculation service uses the intersection of sales tax group and item sales tax group to determine tax codes and rates.,2021 Wave 2,Apr 16 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Tax Calculation service  supporting multiple VAT IDs,The digitalization of tax and the steady stream of indirect tax regulations that global businesses encounter such as VAT and GST have further complicated existing processes by introducing new industry and compliance risks that challenge leaders in every global enterprise.Tax Calculation allows you to improve compliance with associated local regulations. The new configurable microservice (preview) enhances the tax determination and calculation capabilities in Dynamics 365 Finance and Dynamics 365 Supply Chain Management. Tax calculation is fully integrated out of the box and enables you to:Automate and standardize tax determinations and calculations across countries or regions.Use a configurable tax determination matrix and flexible calculation designer to configure and execute complex tax determination rules and calculations by using formulae and conditions.Simplify compliance maintenance for local tax regulations.,This feature is part of the Tax Calculation capabilities to support multiple VAT ID determination for a single legal entity and its counterparties. The feature supports the following capabilities:  Maintain multiple VAT IDs under one single legal entity.Maintain multiple VAT IDs under one single customer or vendor.Automatically determine the correct legal entity VAT ID on transactions.Automatically determine the correct counterparty VAT ID on transactions.    Thank you for your idea  Thank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.  See also    Multiple VAT registration numbers (docs),2021 Wave 2,Apr 16 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Tax Calculation service  supporting tax in transfer order,The digitalization of tax and the steady stream of indirect tax regulations that global businesses encounter such as VAT and GST have further complicated existing processes by introducing new industry and compliance risks that challenge leaders in every global enterprise.Tax Calculation allows you to improve compliance with associated local regulations. The new configurable microservice (preview) enhances the tax determination and calculation capabilities in Dynamics 365 Finance and Dynamics 365 Supply Chain Management. Tax Calculation is fully integrated out of the box and enables you to:Automate and standardize tax determinations and calculations across countries or regions.Use a configurable tax determination matrix and flexible calculation designer to configure and execute complex tax determination rules and calculations by using formulae and conditions.Simplify compliance maintenance for local tax regulations.,This feature is part of the Tax Calculation capabilities to support indirect tax determination calculation posting and settlement on inventory transfer order transactions. The feature supports the following:  Indirect tax determination calculation and posting support for shipping transfer orders.Indirect tax determination calculation and posting support for receiving transfer orders.Indirect tax settlement support for transfer order transactions.VAT ID determination support for shipping transfer orders.VAT ID determination support for receiving transfer orders.    Thank you for your idea  Thank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.  See also    Tax feature support for transfer orders (docs),2021 Wave 2,Apr 16 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Tax reporting  supporting multiple tax registration numbers,Businesses can configure a legal entity in the system and then associate it with multiple sales tax/VAT registration numbers. When you execute tax reports you can select a specific tax registration number and run the reports for that number. When you execute the VAT Declaration EU Sales List and Intrastat you can select the necessary tax registration number filter the required report transactions based on the number and then create country-specific report formats of the tax report. The functionality is activated together with the Tax Calculation service where the exact tax number for a transaction is determined and saved in the system.,Businesses can configure a legal entity in the system and then associate it with multiple sales tax/VAT registration numbers. When you execute tax reports you can select a specific tax registration number and run the reports for that number. When you execute the VAT Declaration EU Sales List and Intrastat you can select the necessary tax registration number filter required report transactions based on the number and then create country-specific formats of the tax report. The functionality is activated together with the Tax Calculation service where the exact tax numbers for a transaction are determined and saved in the system.  In the 2021 release wave 2 general availability (October 2021) the following countries are supported:  AustriaFranceGermanyNetherlandsSpainSwedenSwitzerland  Support for more countries will be provided in subsequent updates after 2021 release wave 2 general availability. Those countries are:  BelgiumCzech RepublicDenmarkEstoniaFinlandHungaryItalyNorwayLatviaLithuaniaPoland    Thank you for your idea  Thank you for submitting this idea. We listened to your idea along with comments and votes to help us decide what to add to our product roadmap.  See also    Multiple VAT registration numbers (docs),2021 Wave 2,Apr 16 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Configurable business documents  delegated account setup for emailing via electronic reporting destinations,Users of configurable business documents and other electronic reporting formats can send documents such as customer invoices by using a generic email address instead of the address configured for the employees.,Before this feature configurable business document emails could be sent only from the current user's email address.  This feature enables a configuration to change the sender's email and use a custom email address instead of the current user's email address in electronic reporting destinations.,2021 Wave 2,Aug 1 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Configurable business documents  specific destinations via printer management settings,Business users can set up different printers specify the number of copies and choose from other options for business documents.,Before this feature all print management settings were set based on the related electronic reporting destination in a legal entity.  This feature enables the setup and edit of business document-specific destinations by using the print management user interface.,2021 Wave 2,Aug 1 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Configurable business documents  support for configurable images in headers and footers,Business users can output company or customer-specific logos in the headers and footers of business documents such as invoices and packing slips.,This feature allows business users to add pictures (left center or right) to the header or footer of a Microsoft Excel template for a business document. Users can then use the electronic reporting format mapping designer to configure the document by using company or customer-specific logos.,2021 Wave 2,Aug 1 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Electronic reporting  query reuse for performance improvements,This feature improves the performance of electronic reporting formats that have multiple queries.,If there are similar queries and the only difference between them is in the applied ranges this feature reuses an existing query instead of creating a new one. This improvement applies to:  The FILTER expression.A JOIN constructed from FILTER expressions.,2021 Wave 2,Aug 1 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Tax Calculation service  enabling tax calculation parameters by tax jurisdiction,The digitalization of tax and the steady stream of indirect tax regulations that global businesses encounter such as VAT and GST have further complicated existing processes by introducing new industry and compliance risks that challenge leaders in every global enterprise.Tax Calculation allows you to improve compliance with associated local regulations. The new configurable microservice (preview) enhances the tax determination and calculation capabilities in Dynamics 365 Finance and Dynamics 365 Supply Chain Management. Tax Calculation is fully integrated out of the box and enables you to:Automate and standardize tax determinations and calculations across countries or regions.Use a configurable tax determination matrix and flexible calculation designer to configure and execute complex tax determination rules and calculations by using formulae and conditions.Simplify compliance maintenance for local tax regulations.,This feature is part of the Tax Calculation capabilities to support defining tax calculation parameters by tax jurisdiction in the Tax Calculation service.  Two matrices will be provided in the Tax Calculation service:  Tax jurisdiction applicability: This matrix determines the correct tax jurisdiction for the transaction.Tax jurisdiction parameters: This matrix determines the correct tax calculation parameters under this jurisdiction.  The following tax calculation parameters are supported in the 2021 release wave 2 plan:  Deduct cash discount before sales tax calculation.Reverse sales tax on cash discount.Cash discount is calculated on amount including sales tax  Customer.Cash discount is calculated on amount including sales tax  Vendor.,2021 Wave 2,Apr 16 2021,Oct 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Electronic Invoicing service  configurable Saudi Arabian e-invoice,The electronic invoicing service makes it easy to work with configurable invoices in countries and regions that your business is moving into or is already doing business in where theres an opportunity to process invoices in a more automated manner.,The Electronic Invoicing service is a flexible microservice. You can use this service to export and import configurable e-invoices and transport messages to and from external web services that are configured using the Regulatory Configuration Service (RCS). The wide spectrum of supported scenarios is now extended with the Saudi Arabian format used to verify and register electronic invoices.,2021 Wave 2,-,Nov 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Electronic reporting  enhanced parameters per legal entity,Feature enhancements allow business users to more quickly update the setupor find any issues with the existing setupof electronic reporting parameters per legal entity.,This feature provides several enhancements in electronic reporting parameters per legal entity. These enhancements include:  Added validation when parameters or lookup conditions are missing.Automatic generation of conditions.Export from and import to Microsoft Excel for conditions.,2021 Wave 2,-,Nov 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Tax Calculation service  integration with free text invoice,The digitalization of tax and the steady stream of indirect tax regulations that global businesses encounter such as VAT and GST have further complicated existing processes by introducing new industry and compliance risks that challenge leaders in every global enterprise.Tax Calculation allows you to improve compliance with associated local regulations. The new configurable microservice (preview) enhances the tax determination and calculation capabilities in Dynamics 365 Finance and Dynamics 365 Supply Chain Management. Tax Calculation is fully integrated out of the box and enables you to:Automate and standardize tax determinations and calculations across countries or regions.Use a configurable tax determination matrix and flexible calculation designer to configure and execute complex tax determination rules and calculations by using formulae and conditions.Simplify compliance maintenance for local tax regulations.,Free text invoice integrates with the Tax Calculation service to support the enhanced features in the Tax Calculation service for more flexible and configurable tax determination and calculation. This feature supports determining tax rates by tax applicability rules and the multiple VAT IDs feature.,2021 Wave 2,Apr 16 2021,Dec 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Configurable business documents  specific destinations via printer management settings in the reports (phase 1),You can use named Electronic Reporting destinations for more types of business documents that can be generated in Finance by using the Electronic Reporting framework.,Before this feature was developed print management settings were set based on the related electronic reporting destination in a legal entity. The initial feature implementation enables the setup and edit of business document-specific destinations by using the print management user interface in the Electronic Reporting (ER) framework. This feature extends this capability to specific configurable reports:  Purchase order confirmationSales order confirmationFree text invoice and credit noteSales order invoice and credit noteSales order delivery noteProject invoice and credit note,2021 Wave 2,-,Dec 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Electronic Invoicing service  configurable Indonesian e-invoice,This capability is part of Indonesian localization which is a newly added out-of-the-box localization that simplifies the global usage of Dynamics 365 Finance by our customers.,Electronic Invoicing is a flexible microservice for exporting and importing configurable e-invoices and transporting messages to and from external web services that are configured by using the Regulatory Configuration Service (RCS). The wide spectrum of supported scenarios is now extended with integration to the Indonesian authorities' software and the systems dedicated to verifying and registering electronic invoices.,2021 Wave 2,-,Dec 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Electronic Invoicing service  configurable Mexican e-invoice (CFDI),This new feature of our hyper-scalable multitenant service extends the existing Mexican CFDI functionality and enables configurable formats and configurable document exchange.,Configurability goals for CFDI can be met by using globalization features with submissions of e-invoices to external web services in the configurable Electronic Invoicing service and creating all the export/import configurations in Regulatory Configuration Service (RCS). Electronic billing in Mexico requires the Comprobantes fiscales digitales por internet (CFDI) electronic invoice format. An electronic invoice is a legally accepted digital tax receipt that your organization submits to the Mexican tax authority Servicio de Administracin Tributaria (SAT).  CFDI is the current method for generating electronic invoices in the format that SAT requires. In this method the invoices are verified and certified by a digital signature service provider (PAC). Before you can use the CFDI method to generate electronic invoices your organization must set up a web service connection to an authorized PAC. For the CFDI method you send an XML message from Dynamics 365 Finance to the PAC. The PAC validates each invoice assigns a folio number and then incorporates the digital stamp that the service tax authorities provide. After the PAC completes the approval process your organization receives the approved XML message and can then submit the invoice to the customer in XML or PDF format. Integration with the PAC web service is not part of the Mexican localization.  This feature enables support for the following documents in the Electronic Invoicing service:  Sales order packing slipTransfer order packing slipSettlementWithholding taxGlobal CFDI,2021 Wave 2,-,Dec 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Global expansion  Indonesian localization,Globalization for Indonesia will now be available out of the box.,The country-specific functionality for Indonesia includes:  Reverse chargeInvoice and credit noteIndonesia-specific invoice numberingVAT declarationWHT declarationE-invoicing (E-Faktur Pajak),2021 Wave 2,-,Dec 2021,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Configurable business documents  specific destinations via printer management settings in the reports (phase 2),You can use named electronic reporting destinations for all types of business documents that can be generated in Finance by using the Electronic Reporting framework.,Before this feature print management settings were set based on the related electronic reporting destination in a legal entity. The initial feature implementation enables the setup and edit of business document-specific destinations by using the print management user interface in the Electronic Reporting (ER) framework. This feature extends this capability to all the remaining configurable reports that were not using it in the initial release.,2021 Wave 2,-,Feb 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Finance,Globalization,,Tax Calculation service  integration with general journal,The digitalization of tax and the steady stream of indirect tax regulations that global businesses encounter such as VAT and GST have further complicated existing processes by introducing new industry and compliance risks that challenge leaders in every global enterprise.Tax Calculation allows you to improve compliance with associated local regulations. The new configurable microservice (preview) enhances the tax determination and calculation capabilities in Dynamics 365 Finance and Dynamics 365 Supply Chain Management. Tax Calculation is fully integrated out of the box and enables you to:Automate and standardize tax determinations and calculations across countries or regions.Use a configurable tax determination matrix and flexible calculation designer to configure and execute complex tax determination rules and calculations by using formulae and conditions.Simplify compliance maintenance for local tax regulations.,General journal will be integrated with the Tax Calculation service to support the enhanced features in the Tax Calculation service for more flexible and configurable tax determination and calculation.  The scope includes vendor customer ledger project bank and fixed assets journals.,2021 Wave 2,Apr 16 2021,Mar 2022,,,,,,,,,,,,,,
FS,Dynamics 365 Supply Chain Management,Distributed hybrid topology,,Edge scale units to run distributed workloads at your facility,By enabling you to run vertical functionality workloads at your facility edge scale units increase the resilience of supply chain business processes. You can run the same workloads that you run in your vertical cloud on the vertical edge. Microsoft provides out-of-the-box workloads for scale units that target processes in warehouse and manufacturing execution.,Edge scale units represent the vertical edge in the distributed hybrid topology for supply chain management. They run on-premises on hardware located at your own facilities and thereby help to increase the resilience for critical operations in your supply chain.  Even if an edge scale unit is temporarily disconnected from the internet it will continue to run its configured workloads locally. Edge scale units also allow direct integration with other local systems without connecting through the cloud.  Scale units whether in the cloud or on the edge always run under the umbrella of your supply chain hub in the cloud and can run the same vertical workload functionality. You can therefore install any of the standard workloads for manufacturing or warehouse execution that Microsoft delivers and can also run custom workloads.    With 2021 release wave 2 organizations gain the ability to deploy edge scale units using either custom-selected hardware or recommended Azure Stack appliances located at their facility. You can choose to manage your supply chain management workloads yourself or with a partner. Options include:  Custom hardware layouts which give your organization complete control over your edge unit hardware. Your own IT department selects and maintains the hardware exactly as required by your organization. The only restriction is that your solution must fulfil the hardware requirements for on-premises deployments.Azure Stack appliance which provides an integrated hardware and software solution built by trusted hardware partners and delivered ready to use straight to your datacenter.    See also    Deploy edge scale units on custom hardware using LBD (docs),2021 Wave 2,Apr 23 2021,Nov 2021,,,,,,,,,,,,,,
