Product,Category,SubCategory,FeatureType,FeatureDetails,HeaderDetails,HeaderTitle,ReleaseWave,ImpactLevel,FoodAndBeverage,Retail,Industrials,LifeSciences,PublicSector,HealthCare,NonProfit,BusinessAndProfessionalServices,GroupNode
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<div><br>          <h2 id="subsect_59160951498"></h2><br>          <p>There are two ways to determine your driver version:</p><br>          <ul>            <li>              <p><strong>Verify the driver version</strong> - Open the Windows Control Panel and browse to the location on your machine where you can find all programs. Find your SuiteAnalytics Connect driver and check the version.</p><br>            </li><br>            <li>              <p><strong>Verify the SHA256 checksum</strong> - You can also check the SHA256 checksum of the file available for download on the <strong>SuiteAnalytics Connect Driver Download</strong> page.</p><br>            </li><br>          </ul><br>          <p>For information on the latest driver version see <a href="article_164500699628.html">Required Update of SuiteAnalytics Connect Drivers</a>.</p><br>          <p>For information on how to verify the SHA256 checksum of a file see <a href="#subsect_59161410624">Verifying the SHA256 checksum on Windows</a>.</p><br>        </div>,ODBC and ADO.NET Drivers on Windows,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<div><br>          <h2 id="subsect_64160959948"></h2><br>          <p>There are two ways to determine your driver version:</p><br>          <ul>            <li>              <p><strong>Verify the driver version</strong> - The installation directory of the ODBC driver contains the <strong>version.txt</strong> file. You can check the version in this file. If the installation directory does not contain this file the installed driver version is earlier than the latest driver version. You must upgrade to the latest driver version.</p><br>            </li><br>            <li>              <p><strong>Verify the SHA256 checksum</strong> - You can also check the SHA256 checksum of the file available for download on the <strong>SuiteAnalytics Connect Driver Download</strong> page.</p><br>              <div class="infobox-note"><br>                <span class="notep1">Note: </span><br>                <p class="nshelp_first">The SHA256 checksum available on the <strong>SuiteAnalytics Connect Driver Download</strong> page corresponds to the SHA256 checksum of the file on the same page. For example if the file available for download is an EXE file ensure that you are verifying the checksum of the EXE file and not the checksum of the JAR file.</p><br>              </div><br>            </li><br>          </ul><br>          <p>For information on the latest driver version see <a href="article_164500699628.html">Required Update of SuiteAnalytics Connect Drivers</a>.</p><br>          <p>For information on how to verify the SHA256 checksum of a file see <a href="#subsect_59161410624">Verifying the SHA256 checksum on Windows</a>.</p><br>        </div>,JDBC Drivers on Windows,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<div><br>          <h2 id="subsect_27161025448"></h2><br>          <p>There are two ways to determine your driver version:</p><br>          <ul>            <li>              <p><strong>Verify the driver version</strong> - The installation directory of the ODBC driver contains the <strong>version.txt</strong> file. You can check the version in this file. If the installation directory does not contain this file the installed driver version is earlier than 8.10.89.0. You must upgrade to the latest driver version. See an example of the content in the <strong>version.txt</strong> file:</p><br>              <p>                <code>SuiteAnalytics Connect Linux ODBC Driver version 8.10.143.0</code><br>              </p><br>            </li><br>            <li>              <p><strong>Verify the SHA256 checksum</strong> - You can also check the SHA256 checksum of the ZIP file available for download on the <strong>SuiteAnalytics Connect Driver Download</strong> page.</p><br>            </li><br>          </ul><br>          <p>For information on the latest driver version see <a href="article_164500699628.html">Required Update of SuiteAnalytics Connect Drivers</a>.</p><br>          <p>For information on how to verify the SHA256 checksum of a file see <a href="#subsect_91161405573">Verifying the SHA256 checksum on Linux or OS X</a>.</p><br>        </div>,ODBC Drivers on Linux,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<div><br>          <h2 id="subsect_56161109964"></h2><br>          <p>There are two ways to determine your driver version:</p><br>          <ul>            <li>              <p><strong>Verify the driver version</strong> - You can check the version in the <strong>versions.txt</strong> file. This file is located in the .zip archive. The first line in the file includes the SHA256 checksum of the JAR file and the version number of the driver. The version number must match the version under your driver type on the <strong>SuiteAnalytics Connect Driver Download</strong> page. If the archive does not contain the file the installed driver version is earlier than version 8.10.85.0. You must upgrade to the latest driver version. See an example of the content in the <strong>versions.txt</strong> file:</p><br>              <p>                <code>bd52e937cc861fdefa353ae45ba65b40aa5abf6028b9a988ddae92dd476553ea NQjc.jar 8.10.85.0</code><br>              </p><br>              <div class="infobox-note"><br>                <span class="notep1">Note: </span><br>                <p class="nshelp_first">The SHA256 checksum of the example is the checksum of the JAR file and not the SHA256 checksum of the ZIP file.</p><br>              </div><br>            </li><br>            <li>              <p><strong>Verify the SHA256 checksum</strong> - You can also check the SHA256 checksum of the file available for download and verify that the checksum matches the value on the <strong>SuiteAnalytics Connect Driver Download</strong> page.</p><br>              <div class="infobox-note"><br>                <span class="notep1">Note: </span><br>                <p class="nshelp_first">The SHA256 checksum available on the <strong>SuiteAnalytics Connect Driver Download</strong> page corresponds to the SHA256 checksum of the file on the same page. For example if the file available for download is a ZIP file ensure that you are verifying the checksum of the ZIP file and not the checksum of the JAR file.</p><br>              </div><br>            </li><br>          </ul><br>          <p>For information on the latest driver version see <a href="article_164500699628.html">Required Update of SuiteAnalytics Connect Drivers</a>.</p><br>          <p>For information on how to verify the SHA256 checksum of a file see <a href="#subsect_91161405573">Verifying the SHA256 checksum on Linux or OS X</a>.</p><br>        </div>,JDBC Drivers on Linux,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<div><br>          <h2 id="subsect_82161113470"></h2><br>          <p>There are two ways to determine your driver version:</p><br>          <ul>            <li>              <p><strong>Verify the driver version</strong> - You can check the version in the <strong>versions.txt</strong> file. This file is located in the .zip archive. The first line in the file includes the SHA256 checksum of the JAR file and the version number. The version number must match the version under your driver type on the <strong>SuiteAnalytics Connect Driver Download</strong> page.</p><br>            </li><br>            <li>              <p><strong>Verify the SHA256 checksum</strong> - You can also check the SHA256 checksum of the file available for download and verify that the checksum of the downloaded file matches the SHA256 checksum under your driver type on the <strong>SuiteAnalytics Connect Driver Download</strong> page.</p><br>              <div class="infobox-note"><br>                <span class="notep1">Note: </span><br>                <p class="nshelp_first">The SHA256 checksum available on the <strong>SuiteAnalytics Connect Driver Download</strong> page corresponds to the SHA256 checksum of the file on the same page. For example if the file available for download is a ZIP file ensure that you are verifying the checksum of the ZIP file and not the checksum of the JAR file.</p><br>              </div><br>            </li><br>          </ul><br>          <p>For information on the latest driver version see <a href="article_164500699628.html">Required Update of SuiteAnalytics Connect Drivers</a>.</p><br>          <p>For information on how to verify the SHA256 checksum of a file see <a href="#subsect_91161405573">Verifying the SHA256 checksum on Linux or </a>.</p><br>        </div>,OS X,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<div><br>          <h2 id="subsect_59161410624"></h2><br>          <p>You can check the SHA256 checksum of a file on Windows using <code>certutil</code>.</p><br>          <div><br>            <h4 id="procedure_0517050022">To verify the SHA256 checksum using certutil:</h4><br>            <ol><br>              <li>                <p>Open a command window.</p><br>              </li><br>              <li>                <p>Type the following command where <strong>&lt;file path&gt;</strong> is the path to the folder:</p><br>                <p>                  <code>cd &lt;file path&gt;</code><br>                </p><br>              </li><br>              <li>                <p>In the command window type the following command where <strong>&lt;file name&gt;</strong> is the name of the file that you want to check:</p><br>                <p>                  <code>certutil -hashfile &lt;file name&gt; SHA256</code><br>                </p><br>                <p>The following example shows how to get the SHA256 checksum of the EXE file for the ODBC driver on Windows:</p><br>                <p>                  <code>certutil -hashfile NetSuiteODBCDrivers_Windows64bit.exe SHA256</code><br>                </p><br>              </li><br>              <li>                <p>View the output to verify that the SHA256 checksum matches the value under your driver type on the <strong>SuiteAnalytics Connect Driver Download</strong> page.</p><br>              </li><br>            </ol><br>          </div><br>        </div>,Verifying the SHA256 checksum on Windows,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<div><br>          <h2 id="subsect_91161405573"></h2><br>          <p>There are several ways to verify the checksum of a file on Linux and OS X. The following example shows how to verify the SHA256 checksum using <code>sha256sum</code>.</p><br>          <div><br>            <h4 id="procedure_0517050717">To verify the SHA256 checksum using sha256sum:</h4><br>            <ol><br>              <li>                <p>Open the terminal.</p><br>              </li><br>              <li>                <p>Type the following command where <strong>&lt;file path&gt;</strong> is the path to the folder:</p><br>                <p>                  <code>cd &lt;file path&gt;</code><br>                </p><br>              </li><br>              <li>                <p>In the terminal type the following command where <strong>&lt;file name&gt;</strong> is the name of the file that you want to check:</p><br>                <p>                  <code>sha256sum NetSuiteJDBCDrivers.zip</code><br>                </p><br>              </li><br>              <li>                <p>View the output to verify that the SHA256 checksum matches the value under your driver type on the <strong>SuiteAnalytics Connect Driver Download</strong> page.</p><br>              </li><br>            </ol><br>          </div><br>        </div>,Verifying the SHA256 checksum on Linux or OS X,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<h1 class="sect1"></h1>,JDBC Connection Properties,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<h1 class="sect1"></h1>,Downloading and Installing the ODBC Driver for Windows,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<h1 class="sect1"></h1>,Downloading and Installing the ODBC Driver for Linux,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<div><br>          <h2 id="subsect_156898750333"></h2><br>          <p>The following tables outlines the actions required depending on your operating system and the version of the driver you install:</p><br>          <div style="font-size:12px !important;word-wrap:normal;white-space:normal;overflow-wrap:break-word;"><br>            <table class="alternate_rows" style="width:100%;table-layout:fixed;border-collapse:collapse;margin: 5px 0px 10px 0px;line-height: 125%;"><br>              <thead><br>                <tr><br>                  <th style="vertical-align:top;padding:3.61px;width:29.7%;"><br>                    <p style="font-size:1em !important;margin:0px;">Driver</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:70.2%;"><br>                    <p style="font-size:1em !important;margin:0px;">Action Required</p><br>                  </th><br>                </tr><br>              </thead><br>              <tbody><br>                <tr><br>                  <td style="padding:3.61px;width:29.7%;"><br>                    <p style="font-size:1em !important;margin:0px;">Windows ODBC 8.10.143.0</p><br>                  </td><br>                  <td style="padding:3.61px;width:70.2%;"><br>                    <p style="font-size:1em !important;margin:0px;">No update required.</p><br>                    <p style="font-size:1em !important;margin:0px;">The installer automatically updates your data sources to use the generic system trust store and account-specific domains.</p><br>                    <p style="font-size:1em !important;margin:0px;">For more information on the installation see <a href="section_3963853203.html">Downloading and Installing the ODBC Driver for Windows</a>.</p><br>                  </td><br>                </tr><br>                <tr><br>                  <td style="padding:3.61px;width:29.7%;"><br>                    <p style="font-size:1em !important;margin:0px;">Windows ODBC 8.10.143.0 (DSN-less connections)</p><br>                  </td><br>                  <td style="padding:3.61px;width:70.2%;"><br>                    <p style="font-size:1em !important;margin:0px;">Ensure that the connection attribute <code>TrustStore=system</code> is included in your connection string. See <a href="section_4406003916.html">Connecting Using a Connection String</a>.</p><br>                  </td><br>                </tr><br>                <tr><br>                  <td style="padding:3.61px;width:29.7%;"><br>                    <p style="font-size:1em !important;margin:0px;">Linux ODBC 8.10.143.0</p><br>                  </td><br>                  <td style="padding:3.61px;width:70.2%;"><br>                    <p style="font-size:1em !important;margin:0px;">Ensure that the <code>TrustStore</code> parameter in your connection string includes a path to the ca3.cer certificate.</p><br>                    <p style="font-size:1em !important;margin:0px;">For more information see <a href="section_4044005623.html">Configuring the ODBC Data Source on Linux</a> and <a href="section_4406003916.html">Connecting Using a Connection String</a>.</p><br>                  </td><br>                </tr><br>              </tbody><br>            </table><br>          </div><br>        </div>,Determining the Required Actions for your Driver and Operating System,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<div><br>          <h2 id="subsect_156898752428"></h2><br>          <p>To access the Connect Service the required server certificates must be included in your Windows Trusted Root Certification Authorities store. The server certificates are usually already included. In case they are not and you are unable to connect you can download the security certificates from the SuiteAnalytics Connect driver download page and add them manually.</p><br>          <div><br>            <h4>To add the required security certificates to the certificates store:</h4><br>            <ol><br>              <li>                <p>In the <strong>Settings</strong> portlet on your NetSuite home page click <strong>Set Up SuiteAnalytics Connect</strong>. If the download link is not displayed you need to enable the Connect Service. For more information see <a href="section_3996274388.html">Enabling the Connect Service Feature</a>.</p><br>              </li><br>              <li>                <p>Click the <strong>Download</strong> button next to CA CERTIFICATES.</p><br>              </li><br>              <li>                <p>When the certificates .zip file is downloaded extract it to any location on your computer.</p><br>              </li><br>              <li>                <p>Next go to your Windows <strong>Start</strong> menu type <strong>mmc</strong> in the search field and press Enter. This opens the Microsoft Management Console.</p><br>              </li><br>              <li>                <p>On the <strong>File</strong> menu select <strong>Add/Remove Snap-in</strong>.</p><br>              </li><br>              <li>                <p>Select the <strong>Certificates</strong> snap-in and click <strong>Add</strong>.</p><br>                <p>You can set the snap-in to manage security certificates for your user account service account or computer account.</p><br>              </li><br>              <li>                <p>When you have finished setting up the snap-in click <strong>OK</strong>.</p><br>              </li><br>              <li>                <p>In the console tree double-click <strong>Certificates</strong>.</p><br>              </li><br>              <li>                <p>Right-click the <strong>Trusted Root Certification Authorities</strong> store and select All Tasks &gt; Import.</p><br>              </li><br>              <li>                <p>Follow the wizardâs instructions to specify the downloaded security certificate files and import them to your Trusted Root Certification Authorities store.</p><br>              </li><br>            </ol><br>          </div><br>          <p>When the security certificates are imported the SuiteAnalytics Connect ODBC integrations will automatically start using them when connecting to NetSuite.</p><br>        </div>,Adding the Required Security Certificates to the Certificates Store,2022 Wave 1,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,,,,,,,,,,,,,No
FS,SuiteAnalytics,SuiteAnalytics Testing,,null,<h1 class="sect1"></h1>,Accessing the Connect Service Using a JDBC Driver,2022 Wave 1,,,,,,,,,,No
FS,,,,null,,,,,,,,,,,,,Yes
FS,SuiteApp Distribution,,,null,,,,,,,,,,,,,Yes
FS,SuiteApp Distribution,SuiteApp Distribution Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteApp Distribution,SuiteApp Distribution Testing,,null,,,,,,,,,,,,,No
FS,SuiteApp Distribution,SuiteApp Distribution Testing,,null,<div><br>          <h2 id="subsect_162144550104"></h2><br>          <p>Bundle support during phasing of 2022.1 is consistent with the support provided during previous releases. During phasing of 2022.1 some accounts continue to use 2021.2 at the same time that other accounts are upgraded to 2022.1. Therefore you may be using a different version than some of the accounts where your bundles are installed.</p><br>          <p>Review the following descriptions for a reminder of how bundles from different versions are handled during release phasing:</p><br>          <ul>            <li>              <p>Bundles developed with 2021.2 can be installed in accounts that are already using 2022.1.</p><br>            </li><br>            <li>              <p>Bundles developed with 2022.1 can be installed in accounts that are still using 2021.2 but with the following limitations:</p><br>              <ul>                <li>                  <p>When a user in a 2021.2 account installs a bundle from a 2022.1 account the bundle installation stops if there are object types in the bundle that are not supported in 2021.2.</p><br>                </li><br>                <li>                  <p>A bundle with a script that uses a new API available only in 2022.1 can be installed into a 2021.2 account but the script may not function correctly because 2021.2 does not support the API.</p><br>                </li><br>              </ul><br>            </li><br>          </ul><br>        </div>,Bundle Support During Release Phasing,2022 Wave 1,,,,,,,,,,No
FS,SuiteApp Distribution,SuiteApp Distribution Testing,,null,<div><br>          <h2 id="subsect_162704401727"></h2><br>          <p>SuiteBundler is still supported but it will not be updated with any new features. To take advantage of new features for packaging and distributing customizations you can use the Copy to Account and SuiteCloud Development (SDF) features instead of SuiteBundler.</p><br>          <p>Copy to Account is an administrator tool that you can use to copy custom objects between your accounts. The tool can copy one custom object at a time including dependencies and data. For more information see <a href="chapter_1544019532.html">Copy to Account Overview</a>.</p><br>          <p>SuiteCloud Development Framework is a development framework that you can use to create SuiteApps from an integrated development environment (IDE) on your local computer. For more information see <a href="chapter_4702622163.html">SuiteCloud Development Framework Overview</a>.</p><br>        </div>,SuiteBundler No Longer Receiving Feature Updates,2022 Wave 1,,,,,,,,,,No
FS,,,,null,,,,,,,,,,,,,Yes
FS,SuiteCloud SDK,,,null,,,,,,,,,,,,,Yes
FS,SuiteCloud SDK,SuiteCloud SDK Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteCloud SDK,SuiteCloud SDK Testing,,null,,,,,,,,,,,,,No
FS,SuiteCloud SDK,SuiteCloud SDK Testing,,null,<div><br>          <h2 id="subsect_164882298299"></h2><br>          <p>The SuiteCloud CLI for Node.js is now compatible with Node.js version 16 LTS. For more information see <a href="section_1558708810.html">SuiteCloud CLI for Node.js Installation Prerequisites</a>.</p><br>        </div>,SuiteCloud CLI for Node.js Compatibility with Node.js 16,2022 Wave 1,,,,,,,,,,No
FS,SuiteCloud SDK,SuiteCloud SDK Testing,,null,<div><br>          <h2 id="subsect_163707376796"></h2><br>          <p>SuiteCloud IDE plug-in for WebStorm is now available for download. For more information see <a href="section_1529431804.html#bridgehead_1539789193">Update SuiteCloud IDE Plug-in for WebStorm</a>.</p><br>        </div>,2022.1 SuiteCloud IDE Plug-in for WebStorm Is Now Available,2022 Wave 1,,,,,,,,,,No
FS,SuiteCloud SDK,SuiteCloud SDK Testing,,null,<div><br>          <h2 id="subsect_163707425545"></h2><br>          <p>SuiteCloud CLI for Java is now available for download. For more information see <a href="section_1489072409.html">Installing SuiteCloud CLI for Java</a>.</p><br>        </div>,2022.1 SuiteCloud CLI for Java Is Now Available,2022 Wave 1,,,,,,,,,,No
FS,SuiteCloud SDK,SuiteCloud SDK Testing,,null,<div><br>          <h2 id="subsect_163707352811"></h2><br>          <p>SuiteCloud Extension for Visual Studio Code is now available for download. For more information see <a href="section_159223240436.html">Installing SuiteCloud Extension for Visual Studio Code</a>.</p><br>        </div>,2022.1 SuiteCloud Extension for Visual Studio Code Is Now Available,2022 Wave 1,,,,,,,,,,No
FS,SuiteCloud SDK,SuiteCloud SDK Testing,,null,<div><br>          <h2 id="subsect_163707403209"></h2><br>          <p>SuiteCloud CLI for Node.js is now available for download. For more information see <a href="section_155929845760.html">Installing SuiteCloud CLI for Node.js</a>.</p><br>        </div>,2022.1 SuiteCloud CLI for Node.js Is Now Available,2022 Wave 1,,,,,,,,,,No
FS,SuiteCloud SDK,SuiteCloud SDK Testing,,null,<div><br>          <h2 id="subsect_164337953090"></h2><br>          <p>The distribution of the SuiteCloud SDK contains an updated license.</p><br>        </div>,Updated License in the SuiteCloud SDK,2022 Wave 1,,,,,,,,,,No
FS,SuiteCloud SDK,SuiteCloud SDK Testing,,null,<div><br>          <h2 id="subsect_163827293877"></h2><br>          <p>As of NetSuite 2022.1 the SuiteCloud IDE Plug-in for Eclipse will still be supported but it will not be updated with any new features. Consider transitioning to the SuiteCloud Extension for Visual Studio Code or the SuiteCloud IDE Plug-In for WebStorm.</p><br>        </div>,2022.1 SuiteCloud IDE Plug-in for Eclipse Is No Longer Updated,2022 Wave 1,,,,,,,,,,No
FS,,,,null,,,,,,,,,,,,,Yes
FS,SuiteScript,,,null,,,,,,,,,,,,,Yes
FS,SuiteScript,SuiteScript Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteScript,SuiteScript Testing,,null,,,,,,,,,,,,,No
FS,SuiteScript,SuiteScript Testing,,null,<div><br>          <h2 id="subsect_163947062928"></h2><br>          <div style="font-size:12px !important;word-wrap:normal;white-space:normal;overflow-wrap:break-word;"><br>            <table class="grid" style="width:100%;table-layout:fixed;border-collapse:collapse;margin: 5px 0px 10px 0px;line-height: 125%;"><br>              <thead><br>                <tr><br>                  <th style="vertical-align:top;padding:3.61px;width:24.7%;"><br>                    <p style="font-size:1em !important;margin:0px;">Record Type</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:19.5%;"><br>                    <p style="font-size:1em !important;margin:0px;">Newly Exposed or Updated</p><br>                  </th><br>                  <th style="vertical-align:top;padding:3.61px;width:55.6%;"><br>                    <p style="font-size:1em !important;margin:0px;">Notes</p><br>                  </th><br>                </tr><br>              </thead><br>              <tbody><br>                <tr><br>                  <td style="padding:3.61px;width:24.7%;"><br>                    <p style="font-size:1em !important;margin:0px;"><br>                      <a href="section_164804606939.html">Planning View</a><br>                    </p><br>                  </td><br>                  <td style="padding:3.61px;width:19.5%;"><br>                    <p style="font-size:1em !important;margin:0px;">Newly exposed</p><br>                  </td><br>                  <td style="padding:3.61px;width:55.6%;"><br>                    <p style="font-size:1em !important;margin:0px;">The Planning View record is available when the Material Requirements Planning feature is enabled.</p><br>                    <p style="font-size:1em !important;margin:0px;">The Planning View record is scriptable in both server and client SuiteScript.</p><br>                    <p style="font-size:1em !important;margin:0px;">The Planning View record is fully scriptable â it can be created updated copied deleted and searched using SuiteScript. It can also be transformed.</p><br>                  </td><br>                </tr><br>                <tr><br>                  <td style="padding:3.61px;width:24.7%;"><br>                    <p style="font-size:1em !important;margin:0px;"><br>                      <a href="section_164458068956.html">Project Intercompany Cross Charge Request</a><br>                    </p><br>                  </td><br>                  <td style="padding:3.61px;width:19.5%;"><br>                    <p style="font-size:1em !important;margin:0px;">Newly exposed</p><br>                  </td><br>                  <td style="padding:3.61px;width:55.6%;"><br>                    <p style="font-size:1em !important;margin:0px;">The Project Intercompany Cross Charge Request record is available when the Project Management and Intercompany Framework features are enabled.</p><br>                    <p style="font-size:1em !important;margin:0px;">The Project Intercompany Cross Charge Request record is scriptable in both server and client SuiteScript.</p><br>                    <p style="font-size:1em !important;margin:0px;">The Project Intercompany Cross Charge Request record is fully scriptable â it can be created updated copied deleted and searched using SuiteScript.</p><br>                  </td><br>                </tr><br>              </tbody><br>            </table><br>          </div><br>        </div>,2022.1 SuiteScript Record Exposures,2022 Wave 1,,,,,,,,,,No
FS,SuiteScript,SuiteScript Testing,,null,<div><br>          <h2 id="subsect_163758529203"></h2><br>          <p>The 2022.1 version of the <a href="https://system.netsuite.com/help/helpcenter/en_US/srbrowser/Browser2022_1/script/index.html" target="_blank">SuiteScript Records Browser</a> is now available.</p><br>          <p>You can find links to the SuiteScript Records Browser in several places including the following:</p><br>          <ul>            <li>              <p>The help topic titled <a href="chapter_N3169369.html">Working with the SuiteScript Records Browser</a>.</p><br>            </li><br>            <li>              <p>The reference page for each supported record in the SuiteScript Records Guide. The <a href="book_1494659042.html">SuiteScript Records Guide</a> is available in the NetSuite Help Center and can be downloaded as a PDF from the <a href="preface_3710621755.html">User Guides</a> topic.</p><br>            </li><br>          </ul><br>        </div>,2022.1 SuiteScript Records Browser,2022 Wave 1,,,,,,,,,,No
FS,SuiteScript,SuiteScript Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteScript,SuiteScript Testing,,null,,,,,,,,,,,,,No
FS,SuiteScript,SuiteScript Testing,,null,<div><br>          <h2 id="subsect_164804700443"></h2><br>          <p>The Material Requirements Planning feature must be enabled.</p><br>        </div>,Prerequisites,2022 Wave 1,,,,,,,,,,No
FS,SuiteScript,SuiteScript Testing,,null,<div><br>          <h2 id="subsect_164804693103"></h2><br>          <p>The planning view record is scriptable in both client and server SuiteScript.</p><br>        </div>,Supported Script Types,2022 Wave 1,,,,,,,,,,No
FS,SuiteScript,SuiteScript Testing,,null,<div><br>          <h2 id="subsect_164804697710"></h2><br>          <p>The planning view record can be created read edited copied deleted searched and transformed using SuiteScript.</p><br>        </div>,Supported Functions,2022 Wave 1,,,,,,,,,,No
FS,SuiteScript,SuiteScript Testing,,null,<div><br>          <h2 id="subsect_164804708501"></h2><br>          <p>The following samples show how to create an inventory count record with an associated inventory detail record for a lot-numbered or serialized item.</p><br>          <div><br>            <h3 id="subsect_164804711629">SuiteScript 1.0</h3><br>            <pre class="line-numbers"><br>              <code class="language-suitescript">var workbenchView = nlapiCreateRecord('planningview');<br>workbenchView.setFieldValue('name' 'Planning View 1'); <br>workbenchView.setFieldValue('supplyreplenishmenttype' 'MRP');<br>workbenchView.setFieldValue('action' 'CANCEL');<br>workbenchView.setFieldValue('demand' 'FORECAST_DEMAND');<br>workbenchView.setFieldValue('supply' 'PLANNED_WORK_ORDER');<br>workbenchView.setFieldValue('relativeenddays' 180);<br>var recordId = nlapiSubmitRecord(workbenchView); <br></code><br>            </pre><br>          </div><br>          <div><br>            <h3 id="subsect_164804723382">SuiteScript 2.0</h3><br>            <pre class="line-numbers"><br>              <code class="language-suitescript">require(['N/record'] function(record) {<br>    // Create an object to hold name data for the contact<br>    const nameData = {<br>        exception: 'PAST_DUE_SUPPLY'<br>        supplyreplenishmenttype: 'MRP'<br>        action: 'CANCEL'<br>        demand : 'FORECAST_DEMAND'<br>        supply : 'PLANNED_WORK_ORDER'<br>        relativeenddays : '180'<br>    };<br><br>    // Create a planning view record<br>    var objRecord = record.create({<br>        type: 'planningview'<br>        isDynamic: true<br>    });<br><br>    objRecord.setValue({<br>        fieldId: 'name'<br>        value: 'Planning View 2'<br>    });<br><br>    for (var key in nameData) {<br>        if (nameData.hasOwnProperty(key)) {<br>            objRecord.setValue({<br>                fieldId: key<br>                value: nameData[key]<br>            });<br>        }<br>    }<br>    var recordId = objRecord.save();<br>}); <br></code><br>            </pre><br>          </div><br>        </div>,Code Samples,2022 Wave 1,,,,,,,,,,No
FS,SuiteScript,SuiteScript Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteScript,SuiteScript Testing,,null,,,,,,,,,,,,,No
FS,SuiteScript,SuiteScript Testing,,null,<h1 class="sect1"></h1>,Project Intercompany Cross Charge Request,2022 Wave 1,,,,,,,,,,No
FS,,,,null,,,,,,,,,,,,,Yes
FS,SuiteTalk Web Services Integration,,,null,,,,,,,,,,,,,Yes
FS,SuiteTalk Web Services Integration,SuiteTalk Web Services Integration Testing,,null,,,,,,,,,,,,,Yes
FS,SuiteTalk Web Services Integration,SuiteTalk Web Services Integration Testing,,null,,,,,,,,,,,,,No
