NodeName,Title,Description,ContactName,EmailAddress,ImageFileName,ExternalURL,InternalURL,ExternalOnePage,EmailSubject,HTMLResult
Shop similar looks,Shop similar looks,<p>Shop similar looks can bring fresh and appealing choices to the forefront of the shopping experience using the power of AI and machine learning. The effect can be transformative and can create additional selling power as shoppers find more of the things they want in an easy-to-use visual experience. This functionality uses images in the existing product catalog and will be available both at the point of sale and in online store experiences.Feature details<p> <br> <h1>Feature details</h1> <p>Shop similar looks is a new AI capability for Dynamics 365 Commerce that uses the images of a seed product to discover which other products in the catalog look similar. By making this functionality available for all retail channels in Commerce retailers can increase customer satisfaction by helping customers feel like they can easily find what they want in a more intuitive way.See alsoEnable &quot;shop similar looks&quot; recommendations (docs)Shop similar looks (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/shop-similar-looks,,,,
Create discounts that apply after all other periodic discounts are applied,Create discounts that apply after all other periodic discounts are applied,<p>Very often retailers want to quickly create new promotions on certain items to match prices with their competitors or meet their sales targets. This new feature allows discounts to be applied after all the existing discounts are applied enabling that scenario.Feature details<p> <br> <h1>Feature details</h1> <p>Without this feature if a retailer wants to create a discount that gets compounded with the existing discounts the retailer needs to create a new discount with the discount concurrency mode configured as &quot;Compounded.&quot; Given that there could be other existing discounts on an item that are marked as &quot;Exclusive&quot; or &quot;Best price&quot; however there is no guarantee that this new discount will apply on all the items.With this feature we enabled a new discount concurrency mode called  &quot;Always apply&quot; that will be available for simple discounts and threshold discounts. All the discounts that are created using the &quot;Always apply&quot; mode will get applied on the appropriate items after all the existing periodic discounts are applied. That means they will apply to the exclusive and best price discounts as well. The discounts will apply before manual discounts though such as cashier-added discounts.See alsoDiscount prioritization (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/create-discounts-that-apply-after-all-other-periodic-discounts-are-applied,,,,
Archive credit card transaction data,Archive credit card transaction data,<p>Credit card response data can take up a lot of space in a database. Because this data is mostly needed for performing linked refunds the usefulness of the data decreases dramatically after the business refund policy for a transaction expires. This feature introduces a job that will automatically archive credit card data when it can no longer be used for linked refunds according to business policy thus ensuring that only critical data is kept for day-to-day operations.Feature details<p> <br> <h1>Feature details</h1> <p>This feature introduces a job that can be set up to archive credit card XML authorization response data that's a specific age as configured by the business user. When credit card data reaches the configured age the job will put the data in a .zip file and export it using document management. Once the data is exported it can't be restored programmatically. This is important because the authorization data subject to export is required for linked refunds so only data older than the linked refund window detailed in the businesses return policy should be subject to export.See alsoArchive credit card transaction data (docs)Data distribution (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/archive-credit-card-transaction-data,,,,
Edit partially fulfilled customer orders in POS,Edit partially fulfilled customer orders in POS,<p>This functionality provides point-of-sale (POS) users the ability to edit a customer order that was created in a store or an online channel and that has been partially fulfilled or invoiced.Feature details<p> <br> <h1>Feature details</h1> <p>In the current in-market application customer orders created in the store channel or online channel can only be edited through the point-of-sale (POS) application if the order is still fully open with no quantities picked packed or invoiced (or canceled). This feature will allow users in POS to edit orders that were originally created in a store or online channel and that are partially fulfilled. Users will be able to add additional lines to partially fulfilled customer orders edit or void lines where the full quantity is still unprocessed and in some cases make limited changes to lines where some of the quantity on the line has already been fulfilled or invoiced.This feature will not allow the POS user to edit orders created by the call center channel regardless of the order's fulfillment state when the call center order was created with Enable order completion turned on.See alsoCustomer orders in Point of Sale (POS) (docs)Edit an existing customer order (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/edit-partially-fulfilled-customer-orders-pos,,,,
Improved POS ordering and fulfillment experiences for serialized items,Improved POS ordering and fulfillment experiences for serialized items,<p>This feature adds new capabilities that enhance the validation of serial tracking dimension on products in point-of-sale (POS) sales and fulfillment scenarios.Feature details<p> <br> <h1>Feature details</h1> <p>This feature will improve the user experience for selling and fulfilling order lines within the POS application for products that are controlled by serial numbers. New validation logic will check for active active in sales process allow blank issue and physical negative inventory configurations on items and warehouses to ensure that POS users enter accurate and required serial number data when selling or fulfilling POS orders with serialized items.For items that are configured as active on their serial number dimension setup the POS application will also validate the serial number being sold against inventory availability to prevent or warn users if they are selling serial numbers that do not appear to be in store inventory based on the available channel-side inventory snapshot information.See alsoWork with serialized items in the POS (docs)Work with serialized items in the POS (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/improved-pos-ordering-fulfillment-experiences-serialized-items,,,,
Email receipt improvements and new features,Email receipt improvements and new features,<p>Emailed receipts provide retailers with opportunities for customer engagement while serving as a vital component in contactless shopping scenarios. This release provides new flexibility and customizability for emailed receipts that allow retailers to configure and tailor emailed receipt experiences by receipt type.Feature details<p> <br> <h1>Feature details</h1> <p>This release provides the following new email receipt capabilities:Ability to email common receipt types: Receipt types that customers typically receive during checkout as part of gift card balance inquiries or through the journal can now be sent via email. Currently the format for the sales receipt (receipt type 1) is the only receipt type that can be emailed. This restriction is being removed.Associate a receipt type with a custom email template: All receipt types can now be mapped to a specific email template.Granular configuration of emailed receipts: Receipt types can be individually configured to be emailed. The receipt format for each receipt will offer the following options: always email do not email and prompt user.Options for emailed gift receipts: Cashiers will have the option of selecting different products to be included in the emailed gift receipt versus the printed gift receipt.Better email receipt authoring: HTML can now be uploaded for email receipts without having to remove carriage returns and line feeds.See alsoDesign a receipt layout (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/email-receipt-improvements-new-features,,,,
Improved user experience for pickup order processing in point of sale,Improved user experience for pickup order processing in point of sale,<p>This feature provides improved user experiences when selecting items for pickup from the point-of-sale (POS) Recall Order or Order Fulfillment pages.Feature details<p> <br> <h1>Feature details</h1> <p>This feature improves upon the user experience in POS when working with customer pickup orders. When users choose the Pick up operation from the Recall Order or Order Fulfillment pages in POS they will have an improved user experience for choosing the items for pickup.This is the final feature released in the 2021 release wave 1 that improves the overall buy-online pickup-in-store (or curbside) experience. Previous released features in 10.0.15 and 10.0.16 that align to this area can also be enabled along with this feature to allow for an overall improved pickup-in-store experience:Support for multiple pickup delivery modes (controlled by feature management).Optional support for configuring timeslots for store pickup (configured in Commerce HQ).Improved recall order operations in POS (controlled by feature management).Customize transactional email templates by mode of delivery (controlled by feature management).Card-not-present processing for pickup orders without hardware station (configured in Commerce HQ on registers).See alsoProcess customer order pickups in POS (docs)Process customer order pickups in POS (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/improved-user-experience-pick-up-order-processing-point-sale,,,,
Exclusive threshold discounts compete with exclusive non-threshold periodic discounts,Exclusive threshold discounts compete with exclusive non-threshold periodic discounts,<p>The most common use case of threshold discounts is to give additional discounts if the customer meets the defined threshold. Dynamics 365 Commerce supports this capability as the threshold discounts are always evaluated after the simple quantity and mix and match discounts have been evaluated. In other words a threshold discount does not compete with any of the other periodic discounts. However sometimes retailers want the threshold discount to compete with other discounts so that the best discount gets applied.Feature details<p> <br> <h1>Feature details</h1> <p>With this feature retailers will be able to turn on a configuration that will ensure the exclusive threshold discounts compete with the other exclusive non-threshold discounts to offer the best price.See alsoRetail discount types (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/exclusive-threshold-discounts-compete-exclusive-non-threshold-periodic-discounts,,,,
Omnichannel support for incremental payment capture,Omnichannel support for incremental payment capture,<p>This feature brings full incremental capture support for orders fulfilled over multiple invoices. Prior to this feature each time the remaining balance for an order was updated a new credit card authorization was obtained for the remaining amount due. This feature adds the ability to create one authorization per order. Each time a shipment for that order is invoiced the payment will be captured against the original payment authorization and the authorization will remain open and used for future payment captures. This ensures that orders fulfilled over time do not result in authorizations over the order amount and also reduces the chance of future authorizations being declined.This feature will help with customer satisfaction because orders fulfilled within a reasonable timeframe will no longer be subject to multiple authorizations. In addition fewer authorizations per order means lower processing fees and fewer cases where the remaining balance on an order cannot be authorized.Feature details<p> <br> <h1>Feature details</h1> <p>Incremental capture adds the ability to fulfill an order over time using a single payment authorization. For example a customer might have an order that is fulfilled over three shipments. Without this feature each time a shipment is invoiced payment will be captured for the amount invoiced and a new authorization will be created for the remainder. In this scenario three authorizations are needed over the course of order fulfillment. This can lead to cases where authorizations exceed the total amount of the order or declines due to authorizations exceeding open credit available for cardholders.When this feature is enabled payments for orders fulfilled from the distribution centers or stores will reference the original authorization as long as it is valid. The result will be fewer declines less customer confusion and easier reconciliation of payments and invoices.This feature is supported by the out-of-the-box Adyen payment connector and can be implemented for third-party payment connectors.See alsoIncremental capture for order invoicing (docs)Omnichannel support for incremental payment capture (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/omni-channel-support-incremental-payment-capture,,,,
Simplified Commerce SDK update and developer experience,Simplified Commerce SDK update and developer experience,<p>Dynamics 365 Commerce SDK updates are published in Dynamics 365 Lifecycle Services and the SDK can be applied to all the dev environment using the Lifecycle Services workflow or through a manual process. The process takes a few hours and needs to be repeated for all monthly updates. With the new approach all of the SDK updates will be published to a public NuGet and GitHub repository so that updates can be downloaded and applied to the environment in minutes. This approach saves time and effort for developers.Feature details<p> <br> <h1>Feature details</h1> <p>Extension development: Commerce SDK development can be done mostly from the developer virtual machine (VM) available in Lifecycle Services. If it's hosted in the cloud though additional cost is incurred. To reduce the cost and the Lifecycle Services development VM dependency the Commerce development experience will be decoupled from the Lifecycle Services developer VM and development will be supported outside of the developer VM. Development can be done on any development machine that supports the Commerce development environment configurations.Commerce SDK reference to NuGet: Commerce SDK references will be refactored and published to a new NuGet feed for extensions to consume. Instead of manually referring the binaries in Commerce SDK\Reference folder the extension can download it from the NuGet package and the package can be easily updated to the latest available version using the NuGet package manager workflow.Commerce SDK samples to GitHub: All the Commerce SDK samples will be published to a public GitHub repository for extensions to refer and learn how to customize the Dynamics 365 Commerce solution to support custom business processes. Updated samples can be easily download and referenced by cloning to this public repository without the need to download and apply any binary hotfix from Lifecycle Services.See alsoView and apply system updates (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/simplified-commerce-sdk-update-developer-experience,,,,
Independent deployment and installation packages for MPOS CPOS HWS and CSU extensions,Independent deployment and installation packages for MPOS CPOS HWS and CSU extensions,<p>The current extension packaging model requires extensions and core application code to be packaged together to apply a hotfix or to upgrade. This requires more effort because merge and repackaging are required each time a hotfix or upgrade is applied. Also if the Commerce components are customized the same process must be repeated for every hotfix. This limits the continuous integration and continuous deployment process. New independent deployment and installation packages for Modern POS (MPOS) Cloud POS (CPOS) Cloud Scale Unit (CSU) and Hardware Station (HWS) will eliminate the merging and repackaging effort. The feature also allows users to independently package manually deploy and service the extensions and core separately.Feature details<p> <br> <h1>Feature details</h1> <p>The new independent packaging feature separates extensions from the core and provides options to create extension-only packages that can be independently installed and serviced. The core installer framework is completely redesigned to separate the core and extension installer. MPOS CPOS development and packaging framework is also enhanced to support this independent package and installation model by inheriting the Windows optional package Desktop Bridge and MSIX technologies. To support this new extension framework the MPOS CPOS and packaging models will be updated with a new extension template UI controls packaging and deployment tools.With this new model all MPOS extensions will be created as separate APPX files and core POS will load these APPX files as add-ins. The add-ins (extensions APPX) will run under the context core MPOS app identity. Previously the core POS and extensions were packaged as one APPX but now there will be one core APPX and one extensions APPX to support independent installation and servicing. The extension APPX will not be able to run by itself. It will be loaded only by the core APPX. To migrate the old MPOS extension to this new model migrate the code to the new extension template. This might require some code refactoring to support the new UI controls and framework.The HWS and CSU installer framework is redesigned to create installers that can contain only the extension components. With the new installers HWS and CSU can be independently serviced for both extensions and out-of-the-box components.NoteThis feature includes only the development and creation of an extension package. It doesn't include any Dynamics 365 Lifecycle Services deployment and servicing. Those enhancements will be added in later releases.See alsoPOS extension overview (docs)View and apply system updates (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/independent-deployment-installation-packages-modern-pos-cloud-pos-hardware-station-cloud-scale-unit-extensions,,,,
Commerce localization for Brazil,Commerce localization for Brazil,<p>Commerce localization for Brazil includes features critical for implementations of Dynamics 365 Commerce in Brazil such as the calculation of taxes applicable to retail sales the generation of fiscal documents that describe business operations and are used to build tax and corporate reporting the generation of electronic fiscal documents and submission of the documents to authorities: Nota Fiscal eletrnica (NF-e) and Nota Fiscal do Consumidor eletrnica (NFC-e) and the integration with payment providers and support of debit and credit card payments.Commerce customers with operations in Brazil will be able to move to the modern Dynamics 365 Commerce service and ensure the compliance of their implementation with local regulatory requirements in Brazil (limited to the scope of Brazilian localization published at docs.microsoft.com).Feature details<p> <br> <h1>Feature details</h1> <p>This functionality provides the following capabilities:Calculation of Brazil-specific taxes and generation of fiscal documents for retail sales.Generation of electronic fiscal documents NFC-e/NF-e for retail sales submission of the electronic fiscal documents via the governments web services and printing of DANFE NFC-e/NF-e.Generation of electronic fiscal documents CF-e (Cupom Fiscal eletrnico) for retail sales and registration of the electronic fiscal documents in the SAT fiscal device.Management of Brazil-specific customer registration numbers from point of sale (POS) including entering viewing and modifying the numbers and printing the registration numbers in receipts for retail sales.EFT integration for POS.The following capabilities are currently planned to be released after the general availability of the Commerce localization for Brazil:Generation of electronic fiscal documents CF-e (Cupom Fiscal eletrnico) and registration of the electronic fiscal documents in the SAT fiscal device. This capability is currently planned for July 2021.Extension of the Dynamics 365 Payment Connector for Adyen to support payment operations in Brazil. This capability is currently planned for July 2021.The following capabilities are currently not implemented but might be included in future releases of Commerce:Generation and submission of linked NF-e.Generation and submission of NFC-e/NF-e for customer orders.N-1 support enabling customers running Dynamics AX 2012 R3 in their stores to work with Dynamics 365 Commerce headquarters after an upgrade.Searching customers by registration numbers in POS.Support for Brazil-specific fields such as tax registration numbers when merging customer master records in a call center.E-commerce capabilities for Brazil.We are not currently planning to include retail fiscal documents into Brazilian fiscal book statements (SPED Fiscal SPED Contributions and ICMS-ST compensation and restitution statements for RS SC PR and SP).See alsoCommerce localization for Brazil (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/commerce-localization-brazil,,,,
Digital signing of retail transactions for France based on the fiscal integration framework,Digital signing of retail transactions for France based on the fiscal integration framework,<p>According to local cash register regulations in France any retail sale must be digitally signed and an excerpt from the signature must be printed on the customer's receipt for the sale. This new functionality extends the fiscal integration framework and covers the digital signing requirements. The functionality enables global and local Dynamics 365 Commerce customers to comply with the local cash register regulations in France.Feature details<p> <br> <h1>Feature details</h1> <p>The digital signing of retail transactions for France now takes advantage of the fiscal integration framework meaning it supports all of the built-in fiscal integration capabilities. It is included in the out-of-the-box solution but must still be configured to be used. The feature enables fiscal registration of sales by means of digital signing in various cash-and-carry sales and customer order scenarios as well as fiscal registration of audit events of various types.This update passed the annual NF 525 certification audit.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/digital-signing-retail-transactions-france-based-fiscal-integration-framework,,,,
Improvements to the POS inventory lookup operation,Improvements to the POS inventory lookup operation,<p>Inventory lookup in Dynamics 365 Commerce point of sale (POS) provides retailers with a holistic view of product on-hand inventory across stores and distribution centers. We will continue to invest new features for this operation based on in-market customer feedback to improve the user experiences and eliminate customization.Feature details<p> <br> <h1>Feature details</h1> <p>This feature will add the following enhancements to the POS inventory lookup operation:Ability to sort inventory data on the inventory lookup page. The sorting capability will be based on the displayed columns on the page.Ability to launch inventory lookup page from the product details page of a non-variant product. Today the quick access to inventory lookup page from product details page is only available for products with variants.See alsoInventory lookup in the point of sale (POS) (docs)Initiate an inventory lookup from POS (learn)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/improvements-pos-inventory-lookup-operation,,,,
Synergize task management between Dynamics 365 Commerce and Microsoft Teams,Synergize task management between Dynamics 365 Commerce and Microsoft Teams,<p>Retailers will be able to notify frontline workers on mobile devices through the Microsoft Teams mobile app. Retailers will also be able to synergize task management between Dynamics 365 Commerce and Microsoft Teams to improve productivity.Feature details<p> <br> <h1>Feature details</h1> <p>This integration will provide:The ability to sign in with Azure Active Directory (Azure AD) accounts in the point-of-sale (POS) application.A connected experience for tasks between Commerce and Microsoft Teams that uses the planner as a repository.The ability to notify frontline workers of upcoming or past-due tasks by using the Microsoft Teams mobile app.See alsoSynchronize task management between Microsoft Teams and Dynamics 365 Commerce POS (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/synergize-task-management-between-dynamics-365-commerce-teams,,,,
Dynamics 365 Commerce and Microsoft Teams integration â add org structure stores workers,Dynamics 365 Commerce and Microsoft Teams integration â add org structure stores workers,<p>Retailers have a well-defined organization structure stores workers and more in Dynamics 365 Commerce headquarters. All of that information is essential to provision Microsoft Teams for the same organization. Administrators now can provision Microsoft Teams from Commerce and create teams for stores add members from a stores worker book and more in Microsoft Teams and synchronize the changes in the future. Communication managers will see the organization structure replicated into Microsoft Teams and use it while publishing task lists in the Microsoft Teams Tasks app. This functionality provides an improvement in productivity and helps regional managers store managers and store workers jumpstart with Microsoft Teams.Feature details<p> <br> <h1>Feature details</h1> <p>This feature provides an ability to provision Microsoft Teams and easily reflect organization structure from Dynamics 365 Commerce into Microsoft Teams. A team for each store will be created and employees from the stores worker book will be added as members.See alsoMap stores and teams if there are pre-existing teams in Microsoft Teams (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/dynamics-365-commerce-teams-integration-add-org-structure-stores-workers,,,,
Self-service restart of Commerce Scale Unit in Dynamics 365 Lifecycle Services,Self-service restart of Commerce Scale Unit in Dynamics 365 Lifecycle Services,<p>Commerce Scale Unit (CSU) restart can help to mitigate transient or intermittent live-site reliability issues for customers. Providing the ability to restart as a self-serve capability allows for faster time to mitigation for such issues.Feature details<p> <br> <h1>Feature details</h1> <p>This feature allows IT pro users to self-initiate the restart of CSU from Dynamics 365 Lifecycle Services. This restart capability can help to mitigate transient or intermittent live-site reliability issues for customers. Providing the ability to restart as a self-serve capability allows for faster time to mitigation for such issues.This feature allows IT pro users to restart CSU in one of two ways:Default: By default when restarting CSU the system waits for all active connections to be closed and then restarts CSU service instances to minimize disruption to active connections.Immediate restart: This option force-terminates all active connections and immediately starts the restart process. This option typically results in up to 5 minutes of downtime for dependent clients such as point of sale (POS) or e-commerce.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/self-service-restart-commerce-scale-unit-dynamics-lifecycle-services,,,,
Customer check-in for curbside order fulfillment,Customer check-in for curbside order fulfillment,<p>Contactless modes of delivery such as curbside pickup and buy online pick up in store (BOPIS) are emerging as important tools for retailers to reduce shipping costs and expedite delivery while creating opportunities for customer engagement. The customer check-in feature streamlines the curbside delivery workflow and allows customers to pick up orders with a safe contactless experience.Feature details<p> <br> <h1>Feature details</h1> <p>Retailers can use this feature to provide a link or button in &quot;order ready for pickup&quot; emails that lets their customers inform the retail store that &quot;I am here.&quot; Retailers will receive this notification in their point of sale (POS) so they can bring the customer their order without the customer having to leave their vehicle.For this release we will provide the following components:The necessary placeholders to enable an &quot;I am here&quot; button in an &quot;order ready for pickup&quot; email.An e-commerce module that can be configured to collect additional information from the customer such as their parking space number license plate vehicle make model and color or any other information the retailer might need in order to fulfill the order.An e-commerce module that provides a check-in confirmation experience to the customer.A &quot;shared secret&quot; that helps the retailer authenticate the customer before fulfilling the order. The secret can be included as a QR code on the check-in confirmation page.A task that is created in POS that informs the retailer that the customer has arrived to pick up their order and clicked the &quot;I am here&quot; button in their email. This task will contain all the necessary customer and order information for fulfilling the order.See alsoEnable customer check-in notifications in point of sale (POS) (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/customer-check-in-touchless-commerce,,,,
Gift with purchase promotion,Gift with purchase promotion,<p>It is a common practice among retailers to run &quot;gift with purchase&quot; promotions that tempt customers into buying merchandise at full price and giving a promotional item for free or at a discount with the purchase of the full price item. This strategy can help move a slow moving item off the shelf and if done right improve the overall customer experience. As of Dynamics 365 Commerce version 10.0.19 retailers can leverage the threshold discount feature to set up such promotions.Feature details<p> <br> <h1>Feature details</h1> <p>With Commerce version 10.0.19 the Discount method column under the Threshold discount tiers FastTab includes the Discount lines value. If this discount method is selected the Threshold discount lines FastTab appears at the bottom of the Threshold discount page. The items in the Lines FastTab are the qualification items while the items in the Threshold discount lines FastTab are the discounted items. The threshold amount specified is checked against the qualifying lines to determine if the threshold has been met. If it is met the items in the Threshold discount lines FastTab will get the discount.See alsoConfigure gift with purchase promotions (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/gift-purchase-promotion,,,,
Support Azure AD authentication for POS manager override,Support Azure AD authentication for POS manager override,<p>Today when Azure Active Directory (Azure AD) is configured as the point of sale (POS) authentication method the POS sign-in flow leverages the standard Azure AD sign-in experience to authenticate the user. However the manager override flow still requires the manager user to enter the Dynamics 365 operator ID and password which is problematic because the manager user has to memorize two different credentials.Feature details<p> <br> <h1>Feature details</h1> <p>This feature enables the support of Azure AD-based authentication in a manager override scenario. When Azure AD is configured to be the POS authentication method the manager override flow prompts an Azure AD login window for the manager user to enter his or her Azure AD credential.See alsoConfigure Azure Active Directory authentication for POS sign-in (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/support-aad-authentication-pos-manager-override,,,,
Support single sign-on for Azure AD sign-in in POS,Support single sign-on for Azure AD sign-in in POS,<p>Retailers who use Commerce point of sale (POS) and other applications based on Azure Active Directory (Azure AD) on the same device typically want to enable Azure AD as the authentication method for POS sign-in and expect a single sign-on experience across all apps. That way users don't have to enter their account and password to sign in to every application they use. In addition if users have their own Azure AD-based Windows sign-in credentials using that Azure AD credential to access POS could light up a seamless sign-in experience and provide a fast switch between POS users when the Windows user is changed.Feature details<p> <br> <h1>Feature details</h1> <p>This feature aims to provide a configurable option to enable an Azure AD single sign-on experience for POS. Once enabled users can seamlessly sign in to POS with the credentials used when signing in to other Azure AD-based applications or Windows without needing to enter their Azure AD account and password again.See alsoConfigure Azure Active Directory authentication for POS sign-in (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/support-single-sign-on-aad-logon-pos,,,,
Enhanced search engine results for e-commerce product pages,Enhanced search engine results for e-commerce product pages,<p>Dynamics 365 Commerce will enable native support for schema.org/product metadata in e-commerce product pages. This will improve the product page search results experience and drive conversion for consumers using modern search engines. E-commerce product pages will use existing Commerce headquarters product data to simplify and streamline the merchandising workflow.Feature details<p> <br> <h1>Feature details</h1> <p>This feature enables native support for schema.org/product metadata in e-commerce product pages. Standard product data authored in Commerce headquarters can automatically flow into product pages through the native Commerce module library. The schema.org/product structure is a standard for modern search engines and this feature simplifies use of existing product data to drive enhanced e-commerce search engine results.See alsoPage summary modules (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/enhanced-search-engine-results-e-commerce-product-pages,,,,
Out-of-the-box support for wallet-style payment methods,Out-of-the-box support for wallet-style payment methods,<p>Modern retailers are looking to support new ways for customers to pay. In recent years wallet-style payments have exploded in market share. This feature enables out-of-the-box support for wallet payment methods through the Dynamics 365 Payment Connector for Adyen or payments SDK. In addition to wallet support a new method of mapping card types configured in Commerce headquarters to electronic payments coming from payment connectors is being introduced. This new mapping allows administrators to avoid traditional BIN range mapping in favor of a user-friendly form that also makes it easy to ensure that all supported payment types are mapped to a card type in Commerce headquarters.Feature details<p> <br> <h1>Feature details</h1> <p>This feature removes the need to have BIN range present in authorization responses and puts less dependency on card number lookup and matching during acceptance of modern payment methods. It also adds support for these payment methods in omnichannel scenarios such as buy online and pick up in store.When this feature is enabled administrators can use a form that queries payment connectors for supported payment methods and lists them in the user interface instead of using BIN range mapping. Users can then select card types configured in Commerce headquarters match them to payment methods supported by payment connectors and then save those mappings. All payment methods supported by payment connectors and not yet mapped are easy to identify thus avoiding errors that can arise from traditional BIN range mapping.See alsoWallet payment support (docs)</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/out-of-box-support-wallet-style-payment-methods,,,,
Refactored payment processing in storefront checkout,Refactored payment processing in storefront checkout,<p>This feature reduces the number of authorization requests to the payments processor resulting in lower payment processing fees. It also adds better support for Strong Customer Authentication (SCA) in the European Union by combining the customer authentication by their bank with the authorization request for the amount due on the order.Feature details<p> <br> <h1>Feature details</h1> <p>In Europe SCA requires that if a customer is paying for an online transaction using a card the website must support redirecting the customer for authentication as the cardholder directly with their bank. If the customer can be authenticated by their bank prior to the authorization request the transaction is considered more secure and the liability shifts away from the merchant. Today that customer authentication is done when the card token is obtained. That card token is then used in a subsequent authorization request. From the merchant's standpoint that subsequent authorization request does not have a liability shift because it was made using a card token or card on file. This can cause confusion for merchants using the storefront.When this feature is enabled a single request will be made to obtain the card token and authorization. The request will also include SCA redirect. The result is that merchants will see one authorization request that includes the liability shift where SCA is applicable. For merchants subject to SCA requirements and those who are not this feature will result in fewer authorization requests which translates into lower processing fees.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/refactored-payment-processing-storefront-checkout,,,,
Adyen payment connector for Brazil,Adyen payment connector for Brazil,<p>The Dynamics 365 Payment Connector for Adyen is an out-of-the-box payment connector that supports various payment instruments globally. This feature extends the payment connector to support payment operations in stores that are located in Brazil.Feature details<p> <br> <h1>Feature details</h1> <p>The feature extends the Dynamics 365 Payment Connector for Adyen with the following capabilities that are specific to Brazil:Support for double-purpose cards.Saving payment-related data such as cart type and transaction code (NSU) in sales transactions and reporting it in electronic fiscal documents NFC-e/NF-e/CF-e.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/adyen-payment-connector-brazil,,,,
SAT integration for Brazil,SAT integration for Brazil,<p>Registration of electronic fiscal documents for retail sales in an integrated SAT device (Sistema Autenticador e Transmissor de Cupons Fiscais Eletrnicos) is one of the fiscal registration methods available to retailers in the So Paulo state of Brazil. The feature includes the generation of CF-e electronic fiscal documents (Cupom Fiscal eletrnico model 59) for sales transactions in retail point of sale (POS) and registration of the electronic fiscal documents in the SAT fiscal device.Feature details<p> <br> <h1>Feature details</h1> <p>This feature enables fiscal registration of retail sales in a SAT device connected to a hardware station. It takes advantage of the fiscal integration framework meaning it supports all of the built-in fiscal integration capabilities. It is included in the out-of-the-box solution but must be configured to be used.The generation of the electronic fiscal document model 59 (CF-e) is based on an Electronic reporting configuration and is done by the electronic reporting runtime engine that is part of the Commerce runtime.The feature currently does not support customer orders that are picked up in POS. Support for the customer order pickup operation will be added later.</p>,,,,https://docs.microsoft.com/en-us/dynamics365-release-plan/2021wave1/commerce/dynamics365-commerce/sat-integration-brazil,,,,
